Run,Assay Type,AvgSpotLen,Bases,BioProject,BioSample,Bytes,Cell_type,Center Name,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,Experiment,GEO_Accession (exp),Instrument,LibraryLayout,LibrarySelection,LibrarySource,Organism,Passages,Platform,ReleaseDate,Sample Name,source_name,SRA Study,Treatment,create_date,version
SRR1700117,RNA-Seq,51,633093039,PRJNA269761,SAMN03256491,371741487,human embryonic stem cells,GEO,public,"""sra_fastq_run.zq""","""ncbi_s3_gs""","""s3.us-east-1_gs.US_ncbi.public""",SRX802641,GSM1562639,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,35-40,ILLUMINA,2015-06-24T00:00:00Z,GSM1562639,single H1-Fucci cell sorted from G1 phase of the cell cycle only,SRP050992,FACS sorted,2014-12-09T16:10:00Z,1
SRR1700118,RNA-Seq,51,490808445,PRJNA269761,SAMN03256500,290675542,human embryonic stem cells,GEO,public,"""sra_run.zq_fastq""","""s3_ncbi_gs""","""ncbi.public_gs.US_s3.us-east-1""",SRX802642,GSM1562640,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,35-40,ILLUMINA,2015-06-24T00:00:00Z,GSM1562640,single H1-Fucci cell sorted from G1 phase of the cell cycle only,SRP050992,FACS sorted,2014-12-09T16:10:00Z,1
SRR1700119,RNA-Seq,51,530294991,PRJNA269761,SAMN03256587,312707546,human embryonic stem cells,GEO,public,"""run.zq_fastq_sra""","""gs_ncbi_s3""","""s3.us-east-1_ncbi.public_gs.US""",SRX802643,GSM1562641,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,35-40,ILLUMINA,2015-06-24T00:00:00Z,GSM1562641,single H1-Fucci cell sorted from G1 phase of the cell cycle only,SRP050992,FACS sorted,2014-12-09T16:10:00Z,1
SRR1700120,RNA-Seq,51,391995843,PRJNA269761,SAMN03256470,239835893,human embryonic stem cells,GEO,public,"""fastq_sra_run.zq""","""s3_ncbi_gs""","""s3.us-east-1_gs.US_ncbi.public""",SRX802644,GSM1562642,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,35-40,ILLUMINA,2015-06-24T00:00:00Z,GSM1562642,single H1-Fucci cell sorted from G1 phase of the cell cycle only,SRP050992,FACS sorted,2014-12-09T16:09:00Z,1
SRR1700121,RNA-Seq,51,474355080,PRJNA269761,SAMN03256704,281655780,human embryonic stem cells,GEO,public,"""sra_run.zq_fastq""","""gs_ncbi_s3""","""gs.US_ncbi.public_s3.us-east-1""",SRX802645,GSM1562643,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,35-40,ILLUMINA,2015-06-24T00:00:00Z,GSM1562643,single H1-Fucci cell sorted from G1 phase of the cell cycle only,SRP050992,FACS sorted,2014-12-09T16:10:00Z,1
SRR1700122,RNA-Seq,51,404095848,PRJNA269761,SAMN03256592,242555573,human embryonic stem cells,GEO,public,"""fastq_run.zq_sra""","""ncbi_s3_gs""","""ncbi.public_gs.US_s3.us-east-1""",SRX802646,GSM1562644,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,35-40,ILLUMINA,2015-06-24T00:00:00Z,GSM1562644,single H1-Fucci cell sorted from G1 phase of the cell cycle only,SRP050992,FACS sorted,2014-12-09T16:09:00Z,1
SRR1700123,RNA-Seq,51,340645983,PRJNA269761,SAMN03256628,205609265,human embryonic stem cells,GEO,public,"""fastq_run.zq_sra""","""gs_ncbi_s3""","""gs.US_ncbi.public_s3.us-east-1""",SRX802647,GSM1562645,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,35-40,ILLUMINA,2015-06-24T00:00:00Z,GSM1562645,single H1-Fucci cell sorted from G1 phase of the cell cycle only,SRP050992,FACS sorted,2014-12-09T16:10:00Z,1
SRR1700124,RNA-Seq,51,334723251,PRJNA269761,SAMN03256653,201268418,human embryonic stem cells,GEO,public,"""run.zq_fastq_sra""","""gs_s3_ncbi""","""ncbi.public_gs.US_s3.us-east-1""",SRX802648,GSM1562646,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,35-40,ILLUMINA,2015-06-24T00:00:00Z,GSM1562646,single H1-Fucci cell sorted from G1 phase of the cell cycle only,SRP050992,FACS sorted,2014-12-09T16:10:00Z,1
SRR1700125,RNA-Seq,51,240055521,PRJNA269761,SAMN03256583,143956277,human embryonic stem cells,GEO,public,"""sra_fastq_run.zq""","""s3_ncbi_gs""","""ncbi.public_gs.US_s3.us-east-1""",SRX802649,GSM1562647,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,35-40,ILLUMINA,2015-06-24T00:00:00Z,GSM1562647,single H1-Fucci cell sorted from G1 phase of the cell cycle only,SRP050992,FACS sorted,2014-12-09T16:09:00Z,1
SRR1700126,RNA-Seq,51,374891106,PRJNA269761,SAMN03256650,226233403,human embryonic stem cells,GEO,public,"""sra_run.zq_fastq""","""gs_s3_ncbi""","""gs.US_ncbi.public_s3.us-east-1""",SRX802650,GSM1562648,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,35-40,ILLUMINA,2015-06-24T00:00:00Z,GSM1562648,single H1-Fucci cell sorted from G1 phase of the cell cycle only,SRP050992,FACS sorted,2014-12-09T16:09:00Z,1
SRR1700127,RNA-Seq,51,377847780,PRJNA269761,SAMN03256612,227727727,human embryonic stem cells,GEO,public,"""sra_run.zq_fastq""","""gs_s3_ncbi""","""gs.US_s3.us-east-1_ncbi.public""",SRX802651,GSM1562649,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,35-40,ILLUMINA,2015-06-24T00:00:00Z,GSM1562649,single H1-Fucci cell sorted from G1 phase of the cell cycle only,SRP050992,FACS sorted,2014-12-09T16:09:00Z,1
SRR1700128,RNA-Seq,51,281592114,PRJNA269761,SAMN03256569,169664836,human embryonic stem cells,GEO,public,"""sra_run.zq_fastq""","""gs_s3_ncbi""","""gs.US_ncbi.public_s3.us-east-1""",SRX802652,GSM1562650,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,35-40,ILLUMINA,2015-06-24T00:00:00Z,GSM1562650,single H1-Fucci cell sorted from G1 phase of the cell cycle only,SRP050992,FACS sorted,2014-12-09T16:09:00Z,1
SRR1700129,RNA-Seq,51,322213053,PRJNA269761,SAMN03256678,199580904,human embryonic stem cells,GEO,public,"""sra_run.zq_fastq""","""gs_s3_ncbi""","""gs.US_s3.us-east-1_ncbi.public""",SRX802653,GSM1562651,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,35-40,ILLUMINA,2015-06-24T00:00:00Z,GSM1562651,single H1-Fucci cell sorted from G1 phase of the cell cycle only,SRP050992,FACS sorted,2014-12-09T16:09:00Z,1
SRR1700130,RNA-Seq,51,308852379,PRJNA269761,SAMN03256539,192501200,human embryonic stem cells,GEO,public,"""fastq_sra_run.zq""","""gs_s3_ncbi""","""gs.US_ncbi.public_s3.us-east-1""",SRX802654,GSM1562652,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,35-40,ILLUMINA,2015-06-24T00:00:00Z,GSM1562652,single H1-Fucci cell sorted from G1 phase of the cell cycle only,SRP050992,FACS sorted,2014-12-09T16:09:00Z,1
SRR1700131,RNA-Seq,51,362656308,PRJNA269761,SAMN03256571,224750406,human embryonic stem cells,GEO,public,"""run.zq_fastq_sra""","""ncbi_gs_s3""","""s3.us-east-1_ncbi.public_gs.US""",SRX802655,GSM1562653,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,35-40,ILLUMINA,2015-06-24T00:00:00Z,GSM1562653,single H1-Fucci cell sorted from G1 phase of the cell cycle only,SRP050992,FACS sorted,2014-12-09T16:09:00Z,1
SRR1700132,RNA-Seq,51,325953597,PRJNA269761,SAMN03256625,203970635,human embryonic stem cells,GEO,public,"""sra_fastq_run.zq""","""ncbi_s3_gs""","""ncbi.public_s3.us-east-1_gs.US""",SRX802656,GSM1562654,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,35-40,ILLUMINA,2015-06-24T00:00:00Z,GSM1562654,single H1-Fucci cell sorted from G1 phase of the cell cycle only,SRP050992,FACS sorted,2014-12-09T16:09:00Z,1
SRR1700133,RNA-Seq,51,255313905,PRJNA269761,SAMN03256656,159331026,human embryonic stem cells,GEO,public,"""sra_run.zq_fastq""","""gs_ncbi_s3""","""s3.us-east-1_ncbi.public_gs.US""",SRX802657,GSM1562655,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,35-40,ILLUMINA,2015-06-24T00:00:00Z,GSM1562655,single H1-Fucci cell sorted from G1 phase of the cell cycle only,SRP050992,FACS sorted,2014-12-09T16:09:00Z,1
SRR1700134,RNA-Seq,51,234392838,PRJNA269761,SAMN03256570,146543291,human embryonic stem cells,GEO,public,"""fastq_run.zq_sra""","""gs_ncbi_s3""","""ncbi.public_gs.US_s3.us-east-1""",SRX802658,GSM1562656,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,35-40,ILLUMINA,2015-06-24T00:00:00Z,GSM1562656,single H1-Fucci cell sorted from G1 phase of the cell cycle only,SRP050992,FACS sorted,2014-12-09T16:09:00Z,1
SRR1700135,RNA-Seq,51,398733606,PRJNA269761,SAMN03256705,241117445,human embryonic stem cells,GEO,public,"""run.zq_sra_fastq""","""s3_ncbi_gs""","""gs.US_ncbi.public_s3.us-east-1""",SRX802659,GSM1562657,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,35-40,ILLUMINA,2015-06-24T00:00:00Z,GSM1562657,single H1-Fucci cell sorted from G1 phase of the cell cycle only,SRP050992,FACS sorted,2014-12-09T16:11:00Z,1
SRR1700136,RNA-Seq,51,341361156,PRJNA269761,SAMN03256516,212314876,human embryonic stem cells,GEO,public,"""sra_fastq_run.zq""","""ncbi_s3_gs""","""gs.US_s3.us-east-1_ncbi.public""",SRX802660,GSM1562658,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,35-40,ILLUMINA,2015-06-24T00:00:00Z,GSM1562658,single H1-Fucci cell sorted from G1 phase of the cell cycle only,SRP050992,FACS sorted,2014-12-09T16:11:00Z,1
SRR1700137,RNA-Seq,51,433884795,PRJNA269761,SAMN03256518,261910090,human embryonic stem cells,GEO,public,"""sra_run.zq_fastq""","""gs_ncbi_s3""","""gs.US_ncbi.public_s3.us-east-1""",SRX802661,GSM1562659,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,35-40,ILLUMINA,2015-06-24T00:00:00Z,GSM1562659,single H1-Fucci cell sorted from G1 phase of the cell cycle only,SRP050992,FACS sorted,2014-12-09T16:11:00Z,1
SRR1700138,RNA-Seq,51,320123277,PRJNA269761,SAMN03256683,200831147,human embryonic stem cells,GEO,public,"""run.zq_sra_fastq""","""ncbi_s3_gs""","""ncbi.public_gs.US_s3.us-east-1""",SRX802662,GSM1562660,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,35-40,ILLUMINA,2015-06-24T00:00:00Z,GSM1562660,single H1-Fucci cell sorted from G1 phase of the cell cycle only,SRP050992,FACS sorted,2014-12-09T16:10:00Z,1
SRR1700139,RNA-Seq,51,388855416,PRJNA269761,SAMN03256506,234837275,human embryonic stem cells,GEO,public,"""fastq_run.zq_sra""","""ncbi_gs_s3""","""s3.us-east-1_gs.US_ncbi.public""",SRX802663,GSM1562661,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,35-40,ILLUMINA,2015-06-24T00:00:00Z,GSM1562661,single H1-Fucci cell sorted from G1 phase of the cell cycle only,SRP050992,FACS sorted,2014-12-09T16:11:00Z,1
SRR1700140,RNA-Seq,51,370713186,PRJNA269761,SAMN03256641,223993941,human embryonic stem cells,GEO,public,"""run.zq_sra_fastq""","""s3_gs_ncbi""","""s3.us-east-1_gs.US_ncbi.public""",SRX802664,GSM1562662,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,35-40,ILLUMINA,2015-06-24T00:00:00Z,GSM1562662,single H1-Fucci cell sorted from G1 phase of the cell cycle only,SRP050992,FACS sorted,2014-12-09T16:11:00Z,1
SRR1700141,RNA-Seq,51,320661582,PRJNA269761,SAMN03256524,200444717,human embryonic stem cells,GEO,public,"""fastq_run.zq_sra""","""s3_gs_ncbi""","""ncbi.public_gs.US_s3.us-east-1""",SRX802665,GSM1562663,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,35-40,ILLUMINA,2015-06-24T00:00:00Z,GSM1562663,single H1-Fucci cell sorted from G1 phase of the cell cycle only,SRP050992,FACS sorted,2014-12-09T16:11:00Z,1
SRR1700142,RNA-Seq,51,392578314,PRJNA269761,SAMN03256658,245425481,human embryonic stem cells,GEO,public,"""fastq_run.zq_sra""","""s3_gs_ncbi""","""ncbi.public_s3.us-east-1_gs.US""",SRX802666,GSM1562664,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,35-40,ILLUMINA,2015-06-24T00:00:00Z,GSM1562664,single H1-Fucci cell sorted from G1 phase of the cell cycle only,SRP050992,FACS sorted,2014-12-09T16:12:00Z,1
SRR1700143,RNA-Seq,51,464616681,PRJNA269761,SAMN03256634,288964819,human embryonic stem cells,GEO,public,"""fastq_sra_run.zq""","""gs_s3_ncbi""","""ncbi.public_gs.US_s3.us-east-1""",SRX802667,GSM1562665,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,35-40,ILLUMINA,2015-06-24T00:00:00Z,GSM1562665,single H1-Fucci cell sorted from G1 phase of the cell cycle only,SRP050992,FACS sorted,2014-12-09T16:12:00Z,1
SRR1700144,RNA-Seq,51,337597611,PRJNA269761,SAMN03256471,212238305,human embryonic stem cells,GEO,public,"""sra_fastq_run.zq""","""s3_ncbi_gs""","""ncbi.public_s3.us-east-1_gs.US""",SRX802668,GSM1562666,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,35-40,ILLUMINA,2015-06-24T00:00:00Z,GSM1562666,single H1-Fucci cell sorted from G1 phase of the cell cycle only,SRP050992,FACS sorted,2014-12-09T16:11:00Z,1
SRR1700145,RNA-Seq,51,412421853,PRJNA269761,SAMN03256711,257797332,human embryonic stem cells,GEO,public,"""run.zq_fastq_sra""","""gs_s3_ncbi""","""gs.US_ncbi.public_s3.us-east-1""",SRX802669,GSM1562667,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,35-40,ILLUMINA,2015-06-24T00:00:00Z,GSM1562667,single H1-Fucci cell sorted from G1 phase of the cell cycle only,SRP050992,FACS sorted,2014-12-09T16:11:00Z,1
SRR1700146,RNA-Seq,51,306476799,PRJNA269761,SAMN03256605,192412126,human embryonic stem cells,GEO,public,"""run.zq_sra_fastq""","""ncbi_gs_s3""","""ncbi.public_s3.us-east-1_gs.US""",SRX802670,GSM1562668,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,35-40,ILLUMINA,2015-06-24T00:00:00Z,GSM1562668,single H1-Fucci cell sorted from G1 phase of the cell cycle only,SRP050992,FACS sorted,2014-12-09T16:11:00Z,1
SRR1700147,RNA-Seq,51,438737700,PRJNA269761,SAMN03256526,264377022,human embryonic stem cells,GEO,public,"""fastq_sra_run.zq""","""ncbi_s3_gs""","""ncbi.public_gs.US_s3.us-east-1""",SRX802671,GSM1562669,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,35-40,ILLUMINA,2015-06-24T00:00:00Z,GSM1562669,single H1-Fucci cell sorted from G1 phase of the cell cycle only,SRP050992,FACS sorted,2014-12-09T16:11:00Z,1
SRR1700148,RNA-Seq,51,369468276,PRJNA269761,SAMN03256523,229384091,human embryonic stem cells,GEO,public,"""sra_fastq_run.zq""","""ncbi_gs_s3""","""s3.us-east-1_gs.US_ncbi.public""",SRX802672,GSM1562670,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,35-40,ILLUMINA,2015-06-24T00:00:00Z,GSM1562670,single H1-Fucci cell sorted from G1 phase of the cell cycle only,SRP050992,FACS sorted,2014-12-09T16:11:00Z,1
SRR1700149,RNA-Seq,51,436388895,PRJNA269761,SAMN03256702,261314474,human embryonic stem cells,GEO,public,"""run.zq_sra_fastq""","""gs_ncbi_s3""","""s3.us-east-1_gs.US_ncbi.public""",SRX802673,GSM1562671,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,35-40,ILLUMINA,2015-06-24T00:00:00Z,GSM1562671,single H1-Fucci cell sorted from G1 phase of the cell cycle only,SRP050992,FACS sorted,2014-12-09T16:11:00Z,1
SRR1700150,RNA-Seq,51,436019502,PRJNA269761,SAMN03256640,263289234,human embryonic stem cells,GEO,public,"""run.zq_sra_fastq""","""ncbi_gs_s3""","""gs.US_s3.us-east-1_ncbi.public""",SRX802674,GSM1562672,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,35-40,ILLUMINA,2015-06-24T00:00:00Z,GSM1562672,single H1-Fucci cell sorted from G1 phase of the cell cycle only,SRP050992,FACS sorted,2014-12-09T16:11:00Z,1
SRR1700151,RNA-Seq,51,524607369,PRJNA269761,SAMN03256673,316011503,human embryonic stem cells,GEO,public,"""run.zq_sra_fastq""","""ncbi_gs_s3""","""gs.US_ncbi.public_s3.us-east-1""",SRX802675,GSM1562673,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,35-40,ILLUMINA,2015-06-24T00:00:00Z,GSM1562673,single H1-Fucci cell sorted from G1 phase of the cell cycle only,SRP050992,FACS sorted,2014-12-09T16:11:00Z,1
SRR1700152,RNA-Seq,51,326451714,PRJNA269761,SAMN03256472,197744067,human embryonic stem cells,GEO,public,"""fastq_sra_run.zq""","""gs_ncbi_s3""","""gs.US_s3.us-east-1_ncbi.public""",SRX802676,GSM1562674,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,35-40,ILLUMINA,2015-06-24T00:00:00Z,GSM1562674,single H1-Fucci cell sorted from G1 phase of the cell cycle only,SRP050992,FACS sorted,2014-12-09T16:11:00Z,1
SRR1700153,RNA-Seq,51,516075375,PRJNA269761,SAMN03256476,320989040,human embryonic stem cells,GEO,public,"""sra_fastq_run.zq""","""gs_s3_ncbi""","""gs.US_ncbi.public_s3.us-east-1""",SRX802677,GSM1562675,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,35-40,ILLUMINA,2015-06-24T00:00:00Z,GSM1562675,single H1-Fucci cell sorted from G1 phase of the cell cycle only,SRP050992,FACS sorted,2014-12-09T16:12:00Z,1
SRR1700154,RNA-Seq,51,363946863,PRJNA269761,SAMN03256504,227925085,human embryonic stem cells,GEO,public,"""run.zq_fastq_sra""","""gs_ncbi_s3""","""s3.us-east-1_gs.US_ncbi.public""",SRX802678,GSM1562676,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,35-40,ILLUMINA,2015-06-24T00:00:00Z,GSM1562676,single H1-Fucci cell sorted from G1 phase of the cell cycle only,SRP050992,FACS sorted,2014-12-09T16:13:00Z,1
SRR1700155,RNA-Seq,51,442388382,PRJNA269761,SAMN03256589,274770325,human embryonic stem cells,GEO,public,"""run.zq_fastq_sra""","""ncbi_gs_s3""","""ncbi.public_s3.us-east-1_gs.US""",SRX802679,GSM1562677,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,35-40,ILLUMINA,2015-06-24T00:00:00Z,GSM1562677,single H1-Fucci cell sorted from G1 phase of the cell cycle only,SRP050992,FACS sorted,2014-12-09T16:13:00Z,1
SRR1700156,RNA-Seq,51,372757113,PRJNA269761,SAMN03256469,234098485,human embryonic stem cells,GEO,public,"""fastq_sra_run.zq""","""s3_gs_ncbi""","""s3.us-east-1_gs.US_ncbi.public""",SRX802680,GSM1562678,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,35-40,ILLUMINA,2015-06-24T00:00:00Z,GSM1562678,single H1-Fucci cell sorted from G1 phase of the cell cycle only,SRP050992,FACS sorted,2014-12-09T16:13:00Z,1
SRR1700157,RNA-Seq,51,472236999,PRJNA269761,SAMN03256700,295364221,human embryonic stem cells,GEO,public,"""sra_run.zq_fastq""","""gs_s3_ncbi""","""ncbi.public_s3.us-east-1_gs.US""",SRX802681,GSM1562679,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,35-40,ILLUMINA,2015-06-24T00:00:00Z,GSM1562679,single H1-Fucci cell sorted from G1 phase of the cell cycle only,SRP050992,FACS sorted,2014-12-09T16:13:00Z,1
SRR1700158,RNA-Seq,51,510328338,PRJNA269761,SAMN03256477,317991791,human embryonic stem cells,GEO,public,"""run.zq_sra_fastq""","""s3_gs_ncbi""","""ncbi.public_s3.us-east-1_gs.US""",SRX802682,GSM1562680,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,35-40,ILLUMINA,2015-06-24T00:00:00Z,GSM1562680,single H1-Fucci cell sorted from G1 phase of the cell cycle only,SRP050992,FACS sorted,2014-12-09T16:13:00Z,1
SRR1700159,RNA-Seq,51,300593133,PRJNA269761,SAMN03256479,204469126,human embryonic stem cells,GEO,public,"""sra_fastq_run.zq""","""gs_s3_ncbi""","""ncbi.public_gs.US_s3.us-east-1""",SRX802683,GSM1562681,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,35-40,ILLUMINA,2015-06-24T00:00:00Z,GSM1562681,single H1-Fucci cell sorted from G1 phase of the cell cycle only,SRP050992,FACS sorted,2014-12-09T16:12:00Z,1
SRR1700160,RNA-Seq,51,315408939,PRJNA269761,SAMN03256614,230054108,human embryonic stem cells,GEO,public,"""run.zq_sra_fastq""","""s3_ncbi_gs""","""s3.us-east-1_gs.US_ncbi.public""",SRX802684,GSM1562682,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,35-40,ILLUMINA,2015-06-24T00:00:00Z,GSM1562682,single H1-Fucci cell sorted from G1 phase of the cell cycle only,SRP050992,FACS sorted,2014-12-09T16:13:00Z,1
SRR1700161,RNA-Seq,51,559282167,PRJNA269761,SAMN03256521,351592610,human embryonic stem cells,GEO,public,"""run.zq_fastq_sra""","""s3_ncbi_gs""","""ncbi.public_gs.US_s3.us-east-1""",SRX802685,GSM1562683,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,35-40,ILLUMINA,2015-06-24T00:00:00Z,GSM1562683,single H1-Fucci cell sorted from G1 phase of the cell cycle only,SRP050992,FACS sorted,2014-12-09T16:13:00Z,1
SRR1700162,RNA-Seq,51,245812299,PRJNA269761,SAMN03256624,180651556,human embryonic stem cells,GEO,public,"""fastq_sra_run.zq""","""gs_s3_ncbi""","""s3.us-east-1_gs.US_ncbi.public""",SRX802686,GSM1562684,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,35-40,ILLUMINA,2015-06-24T00:00:00Z,GSM1562684,single H1-Fucci cell sorted from G1 phase of the cell cycle only,SRP050992,FACS sorted,2014-12-09T16:12:00Z,1
SRR1700163,RNA-Seq,51,611837208,PRJNA269761,SAMN03256627,392558936,human embryonic stem cells,GEO,public,"""fastq_sra_run.zq""","""gs_ncbi_s3""","""ncbi.public_gs.US_s3.us-east-1""",SRX802687,GSM1562685,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,35-40,ILLUMINA,2015-06-24T00:00:00Z,GSM1562685,single H1-Fucci cell sorted from G1 phase of the cell cycle only,SRP050992,FACS sorted,2014-12-09T16:13:00Z,1
SRR1700164,RNA-Seq,51,318317826,PRJNA269761,SAMN03256675,230581665,human embryonic stem cells,GEO,public,"""run.zq_sra_fastq""","""s3_ncbi_gs""","""s3.us-east-1_ncbi.public_gs.US""",SRX802688,GSM1562686,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,35-40,ILLUMINA,2015-06-24T00:00:00Z,GSM1562686,single H1-Fucci cell sorted from G1 phase of the cell cycle only,SRP050992,FACS sorted,2014-12-09T16:12:00Z,1
SRR1700165,RNA-Seq,51,440805138,PRJNA269761,SAMN03256594,293130204,human embryonic stem cells,GEO,public,"""sra_fastq_run.zq""","""gs_ncbi_s3""","""s3.us-east-1_gs.US_ncbi.public""",SRX802689,GSM1562687,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,35-40,ILLUMINA,2015-06-24T00:00:00Z,GSM1562687,single H1-Fucci cell sorted from G1 phase of the cell cycle only,SRP050992,FACS sorted,2014-12-09T16:13:00Z,1
SRR1700166,RNA-Seq,51,335201937,PRJNA269761,SAMN03256559,207310143,human embryonic stem cells,GEO,public,"""run.zq_fastq_sra""","""ncbi_s3_gs""","""ncbi.public_s3.us-east-1_gs.US""",SRX802690,GSM1562688,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,35-40,ILLUMINA,2015-06-24T00:00:00Z,GSM1562688,single H1-Fucci cell sorted from G1 phase of the cell cycle only,SRP050992,FACS sorted,2014-12-09T16:13:00Z,1
SRR1700167,RNA-Seq,51,358230120,PRJNA269761,SAMN03256690,213004868,human embryonic stem cells,GEO,public,"""run.zq_fastq_sra""","""s3_gs_ncbi""","""ncbi.public_gs.US_s3.us-east-1""",SRX802691,GSM1562689,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,35-40,ILLUMINA,2015-06-24T00:00:00Z,GSM1562689,single H1-Fucci cell sorted from G1 phase of the cell cycle only,SRP050992,FACS sorted,2014-12-09T16:13:00Z,1
SRR1700168,RNA-Seq,51,283425564,PRJNA269761,SAMN03256480,185679680,human embryonic stem cells,GEO,public,"""run.zq_sra_fastq""","""ncbi_s3_gs""","""gs.US_ncbi.public_s3.us-east-1""",SRX802692,GSM1562690,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,35-40,ILLUMINA,2015-06-24T00:00:00Z,GSM1562690,single H1-Fucci cell sorted from G1 phase of the cell cycle only,SRP050992,FACS sorted,2014-12-09T16:13:00Z,1
SRR1700169,RNA-Seq,51,441576462,PRJNA269761,SAMN03256573,273677006,human embryonic stem cells,GEO,public,"""run.zq_fastq_sra""","""gs_ncbi_s3""","""gs.US_ncbi.public_s3.us-east-1""",SRX802693,GSM1562691,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,35-40,ILLUMINA,2015-06-24T00:00:00Z,GSM1562691,single H1-Fucci cell sorted from G1 phase of the cell cycle only,SRP050992,FACS sorted,2014-12-09T16:14:00Z,1
