Run,Assay Type,AvgSpotLen,Bases,BioProject,BioSample,Bytes,Center Name,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,Developmental_stage,Experiment,GEO_Accession (exp),Instrument,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,ReleaseDate,Sample Name,source_name,SRA Study,STRAIN,cross,Tissue
SRR805249,RNA-Seq,46,893848862,PRJNA195938,SAMN01997358,780705521,GEO,public,"""sra_fastq""","""s3_ncbi_gs""","""ncbi.public_s3.us-east-1_gs.US""",8-cell stage blastomere,SRX259181,GSM1112566,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2015-07-22T00:00:00Z,GSM1112566,8-cell stage blastomere,SRP020490,CAST/EiJ(mother) x C57BL/6J(father),first generation cross,-
SRR805250,RNA-Seq,46,1492594246,PRJNA195938,SAMN01997359,1384903665,GEO,public,"""sra_fastq""","""ncbi_gs_s3""","""s3.us-east-1_gs.US_ncbi.public""",8-cell stage blastomere,SRX259182,GSM1112567,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2015-07-22T00:00:00Z,GSM1112567,8-cell stage blastomere,SRP020490,CAST/EiJ(mother) x C57BL/6J(father),first generation cross,-
SRR805251,RNA-Seq,46,1582442550,PRJNA195938,SAMN01997360,1448909401,GEO,public,"""fastq_sra""","""s3_gs_ncbi""","""ncbi.public_gs.US_s3.us-east-1""",8-cell stage blastomere,SRX259183,GSM1112568,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2015-07-22T00:00:00Z,GSM1112568,8-cell stage blastomere,SRP020490,CAST/EiJ(mother) x C57BL/6J(father),first generation cross,-
SRR805252,RNA-Seq,46,1840229540,PRJNA195938,SAMN01997361,1659178622,GEO,public,"""sra_fastq""","""ncbi_s3_gs""","""ncbi.public_s3.us-east-1_gs.US""",8-cell stage blastomere,SRX259184,GSM1112569,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2015-07-22T00:00:00Z,GSM1112569,8-cell stage blastomere,SRP020490,CAST/EiJ(mother) x C57BL/6J(father),first generation cross,-
SRR805253,RNA-Seq,46,1458642934,PRJNA195938,SAMN01997362,1352041069,GEO,public,"""sra_fastq""","""gs_ncbi_s3""","""ncbi.public_s3.us-east-1_gs.US""",8-cell stage blastomere,SRX259185,GSM1112570,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2015-07-22T00:00:00Z,GSM1112570,8-cell stage blastomere,SRP020490,CAST/EiJ(mother) x C57BL/6J(father),first generation cross,-
SRR805254,RNA-Seq,46,820715256,PRJNA195938,SAMN01997363,724506647,GEO,public,"""sra_fastq""","""gs_s3_ncbi""","""ncbi.public_s3.us-east-1_gs.US""",8-cell stage blastomere,SRX259186,GSM1112571,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2015-07-22T00:00:00Z,GSM1112571,8-cell stage blastomere,SRP020490,CAST/EiJ(mother) x C57BL/6J(father),first generation cross,-
SRR805255,RNA-Seq,53,1114504352,PRJNA195938,SAMN01997364,874131781,GEO,public,"""fastq_sra""","""ncbi_s3_gs""","""s3.us-east-1_ncbi.public_gs.US""",8-cell stage blastomere,SRX259187,GSM1112572,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2015-07-22T00:00:00Z,GSM1112572,8-cell stage blastomere,SRP020490,CAST/EiJ(mother) x C57BL/6J(father),first generation cross,-
SRR805256,RNA-Seq,53,465220061,PRJNA195938,SAMN01997365,452578158,GEO,public,"""sra_fastq""","""gs_ncbi_s3""","""s3.us-east-1_gs.US_ncbi.public""",8-cell stage blastomere,SRX259188,GSM1112573,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2015-07-22T00:00:00Z,GSM1112573,8-cell stage blastomere,SRP020490,CAST/EiJ(mother) x C57BL/6J(father),first generation cross,-
SRR805257,RNA-Seq,53,982249530,PRJNA195938,SAMN01997366,878945911,GEO,public,"""sra_fastq""","""s3_ncbi_gs""","""s3.us-east-1_ncbi.public_gs.US""",8-cell stage blastomere,SRX259189,GSM1112574,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2015-07-22T00:00:00Z,GSM1112574,8-cell stage blastomere,SRP020490,CAST/EiJ(mother) x C57BL/6J(father),first generation cross,-
SRR805258,RNA-Seq,53,1105817440,PRJNA195938,SAMN01997367,829128998,GEO,public,"""sra_fastq""","""ncbi_s3_gs""","""ncbi.public_gs.US_s3.us-east-1""",8-cell stage blastomere,SRX259190,GSM1112575,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2015-07-22T00:00:00Z,GSM1112575,8-cell stage blastomere,SRP020490,CAST/EiJ(mother) x C57BL/6J(father),first generation cross,-
SRR805259,RNA-Seq,53,1062288116,PRJNA195938,SAMN01997368,800673847,GEO,public,"""fastq_sra""","""ncbi_s3_gs""","""gs.US_s3.us-east-1_ncbi.public""",8-cell stage blastomere,SRX259191,GSM1112576,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2015-07-22T00:00:00Z,GSM1112576,8-cell stage blastomere,SRP020490,CAST/EiJ(mother) x C57BL/6J(father),first generation cross,-
SRR805260,RNA-Seq,53,2045228713,PRJNA195938,SAMN01997369,1689213631,GEO,public,"""sra_fastq""","""s3_ncbi_gs""","""gs.US_ncbi.public_s3.us-east-1""",8-cell stage blastomere,SRX259192,GSM1112577,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2015-07-22T00:00:00Z,GSM1112577,8-cell stage blastomere,SRP020490,CAST/EiJ(mother) x C57BL/6J(father),first generation cross,-
SRR805261,RNA-Seq,53,975197880,PRJNA195938,SAMN01997370,784889870,GEO,public,"""sra_fastq""","""s3_gs_ncbi""","""gs.US_ncbi.public_s3.us-east-1""",8-cell stage blastomere,SRX259193,GSM1112578,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2015-07-22T00:00:00Z,GSM1112578,8-cell stage blastomere,SRP020490,CAST/EiJ(mother) x C57BL/6J(father),first generation cross,-
SRR805262,RNA-Seq,53,783588358,PRJNA195938,SAMN01997371,627214930,GEO,public,"""fastq_sra""","""ncbi_s3_gs""","""ncbi.public_gs.US_s3.us-east-1""",8-cell stage blastomere,SRX259194,GSM1112579,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2015-07-22T00:00:00Z,GSM1112579,8-cell stage blastomere,SRP020490,CAST/EiJ(mother) x C57BL/6J(father),first generation cross,-
SRR805263,RNA-Seq,53,992189733,PRJNA195938,SAMN01997372,756519704,GEO,public,"""sra_fastq""","""gs_ncbi_s3""","""ncbi.public_gs.US_s3.us-east-1""",8-cell stage blastomere,SRX259195,GSM1112580,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2015-07-22T00:00:00Z,GSM1112580,8-cell stage blastomere,SRP020490,CAST/EiJ(mother) x C57BL/6J(father),first generation cross,-
SRR805264,RNA-Seq,53,961855819,PRJNA195938,SAMN01997373,741187686,GEO,public,"""sra_fastq""","""gs_s3_ncbi""","""gs.US_ncbi.public_s3.us-east-1""",8-cell stage blastomere,SRX259196,GSM1112581,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2015-07-22T00:00:00Z,GSM1112581,8-cell stage blastomere,SRP020490,CAST/EiJ(mother) x C57BL/6J(father),first generation cross,-
SRR805265,RNA-Seq,53,2173750904,PRJNA195938,SAMN01997374,2302508538,GEO,public,"""sra_fastq""","""gs_ncbi_s3""","""ncbi.public_gs.US_s3.us-east-1""",adult,SRX259197,GSM1112582,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2015-07-22T00:00:00Z,GSM1112582,Liver,SRP020490,C57BL/6J(mother) x CAST/EiJ(father),first generation cross,liver (pooled)
SRR805266,RNA-Seq,53,221805265,PRJNA195938,SAMN01997375,255911939,GEO,public,"""fastq_sra""","""s3_ncbi_gs""","""ncbi.public_gs.US_s3.us-east-1""",adult,SRX259198,GSM1112583,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2015-07-22T00:00:00Z,GSM1112583,Liver,SRP020490,C57BL/6J(mother) x CAST/EiJ(father),first generation cross,liver (pooled)
SRR805267,RNA-Seq,53,324258293,PRJNA195938,SAMN01997376,372743120,GEO,public,"""fastq_sra""","""s3_ncbi_gs""","""s3.us-east-1_ncbi.public_gs.US""",adult,SRX259199,GSM1112584,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2015-07-22T00:00:00Z,GSM1112584,Liver,SRP020490,C57BL/6J(mother) x CAST/EiJ(father),first generation cross,liver (pooled)
SRR805268,RNA-Seq,53,408667842,PRJNA195938,SAMN01997377,462393217,GEO,public,"""fastq_sra""","""ncbi_s3_gs""","""gs.US_ncbi.public_s3.us-east-1""",adult,SRX259200,GSM1112585,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2015-07-22T00:00:00Z,GSM1112585,Liver,SRP020490,C57BL/6J(mother) x CAST/EiJ(father),first generation cross,liver (pooled)
SRR805269,RNA-Seq,53,1656151897,PRJNA195938,SAMN01997378,1810697294,GEO,public,"""sra_fastq""","""gs_ncbi_s3""","""gs.US_ncbi.public_s3.us-east-1""",adult,SRX259201,GSM1112586,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2015-07-22T00:00:00Z,GSM1112586,Liver,SRP020490,C57BL/6J(mother) x CAST/EiJ(father),first generation cross,liver (pooled)
SRR805270,RNA-Seq,53,1371634753,PRJNA195938,SAMN01997379,1507308334,GEO,public,"""sra_fastq""","""ncbi_s3_gs""","""gs.US_s3.us-east-1_ncbi.public""",adult,SRX259202,GSM1112587,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2015-07-22T00:00:00Z,GSM1112587,Liver,SRP020490,C57BL/6J(mother) x CAST/EiJ(father),first generation cross,liver (pooled)
SRR805271,RNA-Seq,53,91383024,PRJNA195938,SAMN01997380,107485060,GEO,public,"""sra_fastq""","""s3_ncbi_gs""","""s3.us-east-1_gs.US_ncbi.public""",adult,SRX259203,GSM1112588,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2015-07-22T00:00:00Z,GSM1112588,Liver,SRP020490,C57BL/6J(mother) x CAST/EiJ(father),first generation cross,liver (pooled)
SRR805272,RNA-Seq,53,56475793,PRJNA195938,SAMN01997381,66064308,GEO,public,"""sra_fastq""","""ncbi_gs_s3""","""s3.us-east-1_gs.US_ncbi.public""",adult,SRX259204,GSM1112589,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2015-07-22T00:00:00Z,GSM1112589,Liver,SRP020490,C57BL/6J(mother) x CAST/EiJ(father),first generation cross,liver (pooled)
SRR805273,RNA-Seq,53,1556641482,PRJNA195938,SAMN01997382,1558325276,GEO,public,"""fastq_sra""","""ncbi_s3_gs""","""ncbi.public_gs.US_s3.us-east-1""",adult,SRX259205,GSM1112590,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2015-07-22T00:00:00Z,GSM1112590,Liver cell,SRP020490,C57BL/6J(mother) x CAST/EiJ(father),first generation cross,liver cell
SRR805274,RNA-Seq,53,2263955950,PRJNA195938,SAMN01997383,2234738599,GEO,public,"""fastq_sra""","""ncbi_gs_s3""","""gs.US_s3.us-east-1_ncbi.public""",adult,SRX259206,GSM1112591,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2015-07-22T00:00:00Z,GSM1112591,Liver cell,SRP020490,C57BL/6J(mother) x CAST/EiJ(father),first generation cross,liver cell
SRR805275,RNA-Seq,53,4085333015,PRJNA195938,SAMN01997384,3837146989,GEO,public,"""fastq_sra""","""gs_ncbi_s3""","""ncbi.public_s3.us-east-1_gs.US""",adult,SRX259207,GSM1112592,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2015-07-22T00:00:00Z,GSM1112592,Liver cell,SRP020490,C57BL/6J(mother) x CAST/EiJ(father),first generation cross,liver cell
SRR805276,RNA-Seq,53,2114417139,PRJNA195938,SAMN01997385,2087253214,GEO,public,"""sra_fastq""","""s3_gs_ncbi""","""s3.us-east-1_ncbi.public_gs.US""",adult,SRX259208,GSM1112593,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2015-07-22T00:00:00Z,GSM1112593,Liver cell,SRP020490,C57BL/6J(mother) x CAST/EiJ(father),first generation cross,liver cell
SRR805277,RNA-Seq,53,534076919,PRJNA195938,SAMN01997386,494436150,GEO,public,"""fastq_sra""","""ncbi_s3_gs""","""gs.US_ncbi.public_s3.us-east-1""",adult,SRX259209,GSM1112594,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2015-07-22T00:00:00Z,GSM1112594,Liver cell,SRP020490,C57BL/6J(mother) x CAST/EiJ(father),first generation cross,liver cell
SRR805278,RNA-Seq,73,2990234103,PRJNA195938,SAMN01997387,2214302322,GEO,public,"""fastq_sra""","""ncbi_s3_gs""","""ncbi.public_s3.us-east-1_gs.US""",2-cell stage blastomere,SRX259210,GSM1112595,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2015-07-22T00:00:00Z,GSM1112595,2-cell stage blastomere,SRP020490,C57BL/6J,-,-
SRR805279,RNA-Seq,73,3070271960,PRJNA195938,SAMN01997388,2261188991,GEO,public,"""sra_fastq""","""ncbi_s3_gs""","""ncbi.public_gs.US_s3.us-east-1""",2-cell stage blastomere,SRX259211,GSM1112596,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2015-07-22T00:00:00Z,GSM1112596,2-cell stage blastomere,SRP020490,C57BL/6J,-,-
SRR805280,RNA-Seq,73,2990008314,PRJNA195938,SAMN01997389,2213137185,GEO,public,"""fastq_sra""","""gs_s3_ncbi""","""gs.US_ncbi.public_s3.us-east-1""",2-cell stage blastomere,SRX259212,GSM1112597,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2015-07-22T00:00:00Z,GSM1112597,2-cell stage blastomere,SRP020490,C57BL/6J,-,-
SRR805281,RNA-Seq,73,3996985790,PRJNA195938,SAMN01997390,2612460780,GEO,public,"""sra_fastq""","""s3_ncbi_gs""","""gs.US_s3.us-east-1_ncbi.public""",2-cell stage blastomere,SRX259213,GSM1112598,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2015-07-22T00:00:00Z,GSM1112598,2-cell stage blastomere,SRP020490,C57BL/6J,-,-
SRR805282,RNA-Seq,73,3032730542,PRJNA195938,SAMN01997391,2227012306,GEO,public,"""sra_fastq""","""gs_s3_ncbi""","""s3.us-east-1_ncbi.public_gs.US""",2-cell stage blastomere,SRX259214,GSM1112599,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2015-07-22T00:00:00Z,GSM1112599,2-cell stage blastomere,SRP020490,C57BL/6J,-,-
SRR805283,RNA-Seq,73,3104815852,PRJNA195938,SAMN01997392,2162019363,GEO,public,"""fastq_sra""","""gs_s3_ncbi""","""s3.us-east-1_gs.US_ncbi.public""",2-cell stage blastomere,SRX259215,GSM1112600,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2015-07-22T00:00:00Z,GSM1112600,2-cell stage blastomere,SRP020490,C57BL/6J,-,-
SRR805284,RNA-Seq,73,3020792049,PRJNA195938,SAMN01997393,2027024135,GEO,public,"""sra_fastq""","""gs_s3_ncbi""","""ncbi.public_s3.us-east-1_gs.US""",2-cell stage blastomere,SRX259216,GSM1112601,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2015-07-22T00:00:00Z,GSM1112601,2-cell stage blastomere,SRP020490,C57BL/6J,-,-
SRR805285,RNA-Seq,73,3009158842,PRJNA195938,SAMN01997394,2011591339,GEO,public,"""sra_fastq""","""gs_s3_ncbi""","""gs.US_s3.us-east-1_ncbi.public""",2-cell stage blastomere,SRX259217,GSM1112602,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2015-07-22T00:00:00Z,GSM1112602,2-cell stage blastomere,SRP020490,C57BL/6J,-,-
SRR805286,RNA-Seq,53,817107890,PRJNA195938,SAMN01997395,636674756,GEO,public,"""sra_fastq""","""ncbi_gs_s3""","""s3.us-east-1_ncbi.public_gs.US""",Early 2-cell stage blastomere (31-32h post-fertilization),SRX259218,GSM1112603,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2015-07-22T00:00:00Z,GSM1112603,Early 2-cell stage blastomere (31-32h post-fertilization),SRP020490,CAST/EiJ(mother) x C57BL/6J(father),first generation cross,-
SRR805287,RNA-Seq,53,992660691,PRJNA195938,SAMN01997396,773791263,GEO,public,"""sra_fastq""","""s3_gs_ncbi""","""gs.US_ncbi.public_s3.us-east-1""",Early 2-cell stage blastomere (31-32h post-fertilization),SRX259219,GSM1112604,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2015-07-22T00:00:00Z,GSM1112604,Early 2-cell stage blastomere (31-32h post-fertilization),SRP020490,CAST/EiJ(mother) x C57BL/6J(father),first generation cross,-
SRR805288,RNA-Seq,53,714865590,PRJNA195938,SAMN01997397,564020234,GEO,public,"""sra_fastq""","""ncbi_gs_s3""","""s3.us-east-1_ncbi.public_gs.US""",Early 2-cell stage blastomere (31-32h post-fertilization),SRX259220,GSM1112605,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2015-07-22T00:00:00Z,GSM1112605,Early 2-cell stage blastomere (31-32h post-fertilization),SRP020490,CAST/EiJ(mother) x C57BL/6J(father),first generation cross,-
SRR805289,RNA-Seq,53,1047532068,PRJNA195938,SAMN01997398,811356500,GEO,public,"""fastq_sra""","""ncbi_gs_s3""","""s3.us-east-1_gs.US_ncbi.public""",Early 2-cell stage blastomere (31-32h post-fertilization),SRX259221,GSM1112606,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2015-07-22T00:00:00Z,GSM1112606,Early 2-cell stage blastomere (31-32h post-fertilization),SRP020490,CAST/EiJ(mother) x C57BL/6J(father),first generation cross,-
SRR805290,RNA-Seq,53,1333398539,PRJNA195938,SAMN01997399,828413601,GEO,public,"""sra_fastq""","""s3_gs_ncbi""","""gs.US_ncbi.public_s3.us-east-1""",Early 2-cell stage blastomere (31-32h post-fertilization),SRX259222,GSM1112607,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2015-07-22T00:00:00Z,GSM1112607,Early 2-cell stage blastomere (31-32h post-fertilization),SRP020490,CAST/EiJ(mother) x C57BL/6J(father),first generation cross,-
SRR805291,RNA-Seq,53,1889916135,PRJNA195938,SAMN01997400,1140002589,GEO,public,"""sra_fastq""","""s3_gs_ncbi""","""gs.US_ncbi.public_s3.us-east-1""",Early 2-cell stage blastomere (31-32h post-fertilization),SRX259223,GSM1112608,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2015-07-22T00:00:00Z,GSM1112608,Early 2-cell stage blastomere (31-32h post-fertilization),SRP020490,CAST/EiJ(mother) x C57BL/6J(father),first generation cross,-
SRR805292,RNA-Seq,53,1253846281,PRJNA195938,SAMN01997401,785848034,GEO,public,"""sra_fastq""","""s3_gs_ncbi""","""s3.us-east-1_gs.US_ncbi.public""",Early 2-cell stage blastomere (31-32h post-fertilization),SRX259224,GSM1112609,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2015-07-22T00:00:00Z,GSM1112609,Early 2-cell stage blastomere (31-32h post-fertilization),SRP020490,CAST/EiJ(mother) x C57BL/6J(father),first generation cross,-
SRR805293,RNA-Seq,53,1751433389,PRJNA195938,SAMN01997402,1073698012,GEO,public,"""fastq_sra""","""ncbi_s3_gs""","""ncbi.public_s3.us-east-1_gs.US""",Early 2-cell stage blastomere (31-32h post-fertilization),SRX259225,GSM1112610,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2015-07-22T00:00:00Z,GSM1112610,Early 2-cell stage blastomere (31-32h post-fertilization),SRP020490,CAST/EiJ(mother) x C57BL/6J(father),first generation cross,-
SRR805294,RNA-Seq,51,1028853141,PRJNA195938,SAMN01997403,941120640,GEO,public,"""fastq_sra""","""s3_ncbi_gs""","""s3.us-east-1_ncbi.public_gs.US""",Early blastocyst cell (86-88h post-fertilization),SRX259226,GSM1112611,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2015-07-22T00:00:00Z,GSM1112611,Early blastocyst cell (86-88h post-fertilization),SRP020490,CAST/EiJ(mother) x C57BL/6J(father),first generation cross,-
SRR805295,RNA-Seq,51,932125725,PRJNA195938,SAMN01997404,745814502,GEO,public,"""fastq_sra""","""ncbi_s3_gs""","""ncbi.public_gs.US_s3.us-east-1""",Early blastocyst cell (86-88h post-fertilization),SRX259227,GSM1112612,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2015-07-22T00:00:00Z,GSM1112612,Early blastocyst cell (86-88h post-fertilization),SRP020490,CAST/EiJ(mother) x C57BL/6J(father),first generation cross,-
SRR805296,RNA-Seq,51,1422194721,PRJNA195938,SAMN01997405,1076844481,GEO,public,"""sra_fastq""","""s3_ncbi_gs""","""s3.us-east-1_gs.US_ncbi.public""",Early blastocyst cell (86-88h post-fertilization),SRX259228,GSM1112613,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2015-07-22T00:00:00Z,GSM1112613,Early blastocyst cell (86-88h post-fertilization),SRP020490,CAST/EiJ(mother) x C57BL/6J(father),first generation cross,-
SRR805297,RNA-Seq,51,937672791,PRJNA195938,SAMN01997406,739667363,GEO,public,"""fastq_sra""","""s3_ncbi_gs""","""ncbi.public_s3.us-east-1_gs.US""",Early blastocyst cell (86-88h post-fertilization),SRX259229,GSM1112614,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2015-07-22T00:00:00Z,GSM1112614,Early blastocyst cell (86-88h post-fertilization),SRP020490,CAST/EiJ(mother) x C57BL/6J(father),first generation cross,-
SRR805298,RNA-Seq,51,1016733042,PRJNA195938,SAMN01997407,780482763,GEO,public,"""sra_fastq""","""s3_ncbi_gs""","""ncbi.public_s3.us-east-1_gs.US""",Early blastocyst cell (86-88h post-fertilization),SRX259230,GSM1112615,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2015-07-22T00:00:00Z,GSM1112615,Early blastocyst cell (86-88h post-fertilization),SRP020490,CAST/EiJ(mother) x C57BL/6J(father),first generation cross,-
SRR805299,RNA-Seq,51,1477781763,PRJNA195938,SAMN01997408,1102901143,GEO,public,"""sra_fastq""","""ncbi_gs_s3""","""ncbi.public_s3.us-east-1_gs.US""",Early blastocyst cell (86-88h post-fertilization),SRX259231,GSM1112616,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2015-07-22T00:00:00Z,GSM1112616,Early blastocyst cell (86-88h post-fertilization),SRP020490,CAST/EiJ(mother) x C57BL/6J(father),first generation cross,-
SRR805300,RNA-Seq,51,1395216690,PRJNA195938,SAMN01997409,1050930891,GEO,public,"""sra_fastq""","""gs_s3_ncbi""","""ncbi.public_s3.us-east-1_gs.US""",Early blastocyst cell (86-88h post-fertilization),SRX259232,GSM1112617,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2015-07-22T00:00:00Z,GSM1112617,Early blastocyst cell (86-88h post-fertilization),SRP020490,CAST/EiJ(mother) x C57BL/6J(father),first generation cross,-
SRR805301,RNA-Seq,51,575208906,PRJNA195938,SAMN01997410,544456684,GEO,public,"""fastq_sra""","""ncbi_gs_s3""","""s3.us-east-1_gs.US_ncbi.public""",Early blastocyst cell (86-88h post-fertilization),SRX259233,GSM1112618,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2015-07-22T00:00:00Z,GSM1112618,Early blastocyst cell (86-88h post-fertilization),SRP020490,CAST/EiJ(mother) x C57BL/6J(father),first generation cross,-
SRR805302,RNA-Seq,51,930221589,PRJNA195938,SAMN01997411,736230414,GEO,public,"""sra_fastq""","""gs_ncbi_s3""","""s3.us-east-1_gs.US_ncbi.public""",Early blastocyst cell (86-88h post-fertilization),SRX259234,GSM1112619,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2015-07-22T00:00:00Z,GSM1112619,Early blastocyst cell (86-88h post-fertilization),SRP020490,CAST/EiJ(mother) x C57BL/6J(father),first generation cross,-
SRR805303,RNA-Seq,51,1037374425,PRJNA195938,SAMN01997412,936054285,GEO,public,"""fastq_sra""","""ncbi_gs_s3""","""gs.US_s3.us-east-1_ncbi.public""",Early blastocyst cell (86-88h post-fertilization),SRX259235,GSM1112620,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2015-07-22T00:00:00Z,GSM1112620,Early blastocyst cell (86-88h post-fertilization),SRP020490,CAST/EiJ(mother) x C57BL/6J(father),first generation cross,-
SRR805304,RNA-Seq,51,1164648189,PRJNA195938,SAMN01997413,1063799237,GEO,public,"""fastq_sra""","""s3_ncbi_gs""","""s3.us-east-1_gs.US_ncbi.public""",Early blastocyst cell (86-88h post-fertilization),SRX259236,GSM1112621,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2015-07-22T00:00:00Z,GSM1112621,Early blastocyst cell (86-88h post-fertilization),SRP020490,CAST/EiJ(mother) x C57BL/6J(father),first generation cross,-
