Run,Assay Type,AvgSpotLen,Bases,BioProject,BioSample,Bytes,Center Name,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,Experiment,facs_sorting,GEO_Accession (exp),Instrument,LibraryLayout,LibrarySelection,LibrarySource,Organism,PASSAGE,Platform,ReleaseDate,Sample Name,source_name,SRA Study
SRR2978386,RNA-Seq,51,399778239,PRJNA305280,SAMN04321730,244142141,GEO,public,"""fastq_sra""",s3,s3.us-east-1,SRX1467973,FACS sorted by mCherry+,GSM1965699,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,passage 30-35,ILLUMINA,2016-07-22T00:00:00Z,GSM1965699,neuronal progenitor cells differentiated from H1,SRP067036
SRR2978387,RNA-Seq,51,339471402,PRJNA305280,SAMN04321731,205236920,GEO,public,"""sra_fastq""",s3,s3.us-east-1,SRX1467974,FACS sorted by mCherry+,GSM1965700,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,passage 30-35,ILLUMINA,2016-07-22T00:00:00Z,GSM1965700,neuronal progenitor cells differentiated from H1,SRP067036
SRR2978388,RNA-Seq,51,340903635,PRJNA305280,SAMN04321732,208767567,GEO,public,"""sra_fastq""",s3,s3.us-east-1,SRX1467975,FACS sorted by mCherry+,GSM1965701,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,passage 30-35,ILLUMINA,2016-07-22T00:00:00Z,GSM1965701,neuronal progenitor cells differentiated from H1,SRP067036
SRR2978389,RNA-Seq,51,504645000,PRJNA305280,SAMN04321733,306366879,GEO,public,"""sra_fastq""",s3,s3.us-east-1,SRX1467976,FACS sorted by mCherry+,GSM1965702,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,passage 30-35,ILLUMINA,2016-07-22T00:00:00Z,GSM1965702,neuronal progenitor cells differentiated from H1,SRP067036
SRR2978390,RNA-Seq,51,526736007,PRJNA305280,SAMN04321734,319300106,GEO,public,"""sra_fastq""",s3,s3.us-east-1,SRX1467977,FACS sorted by mCherry+,GSM1965703,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,passage 30-35,ILLUMINA,2016-07-22T00:00:00Z,GSM1965703,neuronal progenitor cells differentiated from H1,SRP067036
SRR2978391,RNA-Seq,51,262012194,PRJNA305280,SAMN04321735,157084638,GEO,public,"""fastq_sra""",s3,s3.us-east-1,SRX1467978,FACS sorted by mCherry+,GSM1965704,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,passage 30-35,ILLUMINA,2016-07-22T00:00:00Z,GSM1965704,neuronal progenitor cells differentiated from H1,SRP067036
SRR2978392,RNA-Seq,51,223848537,PRJNA305280,SAMN04321736,137512317,GEO,public,"""fastq_sra""",s3,s3.us-east-1,SRX1467979,FACS sorted by mCherry+,GSM1965705,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,passage 30-35,ILLUMINA,2016-07-22T00:00:00Z,GSM1965705,neuronal progenitor cells differentiated from H1,SRP067036
SRR2978393,RNA-Seq,51,267191856,PRJNA305280,SAMN04321737,160125334,GEO,public,"""fastq_sra""",s3,s3.us-east-1,SRX1467980,FACS sorted by mCherry+,GSM1965706,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,passage 30-35,ILLUMINA,2016-07-22T00:00:00Z,GSM1965706,neuronal progenitor cells differentiated from H1,SRP067036
SRR2978394,RNA-Seq,51,340912407,PRJNA305280,SAMN04321738,206423020,GEO,public,"""fastq_sra""",s3,s3.us-east-1,SRX1467981,FACS sorted by mCherry+,GSM1965707,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,passage 30-35,ILLUMINA,2016-07-22T00:00:00Z,GSM1965707,neuronal progenitor cells differentiated from H1,SRP067036
SRR2978395,RNA-Seq,51,390872721,PRJNA305280,SAMN04321739,242818556,GEO,public,"""fastq_sra""",s3,s3.us-east-1,SRX1467982,FACS sorted by mCherry+,GSM1965708,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,passage 30-35,ILLUMINA,2016-07-22T00:00:00Z,GSM1965708,neuronal progenitor cells differentiated from H1,SRP067036
SRR2978396,RNA-Seq,51,391218501,PRJNA305280,SAMN04321740,257793553,GEO,public,"""sra_fastq""",s3,s3.us-east-1,SRX1467983,FACS sorted by TROP2+,GSM1965709,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,passage 30-35,ILLUMINA,2016-07-22T00:00:00Z,GSM1965709,trophoblast-like cells differentiated from H1,SRP067036
SRR2978397,RNA-Seq,51,292597302,PRJNA305280,SAMN04321741,206732119,GEO,public,"""fastq_sra""",s3,s3.us-east-1,SRX1467984,FACS sorted by TROP2+,GSM1965710,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,passage 30-35,ILLUMINA,2016-07-22T00:00:00Z,GSM1965710,trophoblast-like cells differentiated from H1,SRP067036
SRR2978398,RNA-Seq,51,427243269,PRJNA305280,SAMN04321742,261045305,GEO,public,"""fastq_sra""",s3,s3.us-east-1,SRX1467985,FACS sorted by TROP2+,GSM1965711,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,passage 30-35,ILLUMINA,2016-07-22T00:00:00Z,GSM1965711,trophoblast-like cells differentiated from H1,SRP067036
SRR2978399,RNA-Seq,51,279720822,PRJNA305280,SAMN04321743,199516946,GEO,public,"""sra_fastq""",s3,s3.us-east-1,SRX1467986,FACS sorted by TROP2+,GSM1965712,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,passage 30-35,ILLUMINA,2016-07-22T00:00:00Z,GSM1965712,trophoblast-like cells differentiated from H1,SRP067036
SRR2978400,RNA-Seq,51,401560128,PRJNA305280,SAMN04321744,252015272,GEO,public,"""sra_fastq""",s3,s3.us-east-1,SRX1467987,FACS sorted by TROP2+,GSM1965713,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,passage 30-35,ILLUMINA,2016-07-22T00:00:00Z,GSM1965713,trophoblast-like cells differentiated from H1,SRP067036
SRR2978401,RNA-Seq,51,352634808,PRJNA305280,SAMN04321745,248852739,GEO,public,"""fastq_sra""",s3,s3.us-east-1,SRX1467988,FACS sorted by TROP2+,GSM1965714,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,passage 30-35,ILLUMINA,2016-07-22T00:00:00Z,GSM1965714,trophoblast-like cells differentiated from H1,SRP067036
SRR2978402,RNA-Seq,51,242224806,PRJNA305280,SAMN04321926,152994004,GEO,public,"""fastq_sra""",s3,s3.us-east-1,SRX1467989,FACS sorted by TROP2+,GSM1965715,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,passage 30-35,ILLUMINA,2016-07-22T00:00:00Z,GSM1965715,trophoblast-like cells differentiated from H1,SRP067036
SRR2978403,RNA-Seq,51,237688458,PRJNA305280,SAMN04321927,140391266,GEO,public,"""fastq_sra""",s3,s3.us-east-1,SRX1467990,FACS sorted by TROP2+,GSM1965716,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,passage 30-35,ILLUMINA,2016-07-22T00:00:00Z,GSM1965716,trophoblast-like cells differentiated from H1,SRP067036
SRR2978404,RNA-Seq,51,220309035,PRJNA305280,SAMN04321928,125690240,GEO,public,"""fastq_sra""",s3,s3.us-east-1,SRX1467991,FACS sorted by TROP2+,GSM1965717,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,passage 30-35,ILLUMINA,2016-07-22T00:00:00Z,GSM1965717,trophoblast-like cells differentiated from H1,SRP067036
SRR2978405,RNA-Seq,51,255563805,PRJNA305280,SAMN04321929,159962284,GEO,public,"""fastq_sra""",s3,s3.us-east-1,SRX1467992,FACS sorted by TROP2+,GSM1965718,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,passage 30-35,ILLUMINA,2016-07-22T00:00:00Z,GSM1965718,trophoblast-like cells differentiated from H1,SRP067036
SRR2978406,RNA-Seq,51,256173255,PRJNA305280,SAMN04321930,152451713,GEO,public,"""sra_fastq""",s3,s3.us-east-1,SRX1467993,FACS sorted by TROP2+,GSM1965719,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,passage 30-35,ILLUMINA,2016-07-22T00:00:00Z,GSM1965719,trophoblast-like cells differentiated from H1,SRP067036
SRR2978407,RNA-Seq,51,281184981,PRJNA305280,SAMN04321931,177534888,GEO,public,"""fastq_sra""",s3,s3.us-east-1,SRX1467994,FACS sorted by TROP2+,GSM1965720,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,passage 30-35,ILLUMINA,2016-07-22T00:00:00Z,GSM1965720,trophoblast-like cells differentiated from H1,SRP067036
SRR2978408,RNA-Seq,51,508950216,PRJNA305280,SAMN04321932,307657245,GEO,public,"""fastq_sra""",s3,s3.us-east-1,SRX1467995,FACS sorted by TROP2+,GSM1965721,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,passage 30-35,ILLUMINA,2016-07-22T00:00:00Z,GSM1965721,trophoblast-like cells differentiated from H1,SRP067036
SRR2978409,RNA-Seq,51,406775898,PRJNA305280,SAMN04321933,245948851,GEO,public,"""sra_fastq""",s3,s3.us-east-1,SRX1467996,FACS sorted by TROP2+,GSM1965722,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,passage 30-35,ILLUMINA,2016-07-22T00:00:00Z,GSM1965722,trophoblast-like cells differentiated from H1,SRP067036
SRR2978410,RNA-Seq,51,468273585,PRJNA305280,SAMN04321934,281928660,GEO,public,"""sra_fastq""",s3,s3.us-east-1,SRX1467997,FACS sorted by TROP2+,GSM1965723,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,passage 30-35,ILLUMINA,2016-07-22T00:00:00Z,GSM1965723,trophoblast-like cells differentiated from H1,SRP067036
SRR2978411,RNA-Seq,51,429429537,PRJNA305280,SAMN04321935,260190269,GEO,public,"""fastq_sra""",s3,s3.us-east-1,SRX1467998,FACS sorted by TROP2+,GSM1965724,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,passage 30-35,ILLUMINA,2016-07-22T00:00:00Z,GSM1965724,trophoblast-like cells differentiated from H1,SRP067036
SRR2978412,RNA-Seq,51,449051838,PRJNA305280,SAMN04321936,270688401,GEO,public,"""sra_fastq""",s3,s3.us-east-1,SRX1467999,FACS sorted by TROP2+,GSM1965725,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,passage 30-35,ILLUMINA,2016-07-22T00:00:00Z,GSM1965725,trophoblast-like cells differentiated from H1,SRP067036
SRR2978413,RNA-Seq,51,406749837,PRJNA305280,SAMN04321937,250567857,GEO,public,"""fastq_sra""",s3,s3.us-east-1,SRX1468000,FACS sorted by TROP2+,GSM1965726,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,passage 30-35,ILLUMINA,2016-07-22T00:00:00Z,GSM1965726,trophoblast-like cells differentiated from H1,SRP067036
SRR2978414,RNA-Seq,51,299760864,PRJNA305280,SAMN04321938,172705709,GEO,public,"""sra_fastq""",s3,s3.us-east-1,SRX1468001,FACS sorted by TROP2+,GSM1965727,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,passage 30-35,ILLUMINA,2016-07-22T00:00:00Z,GSM1965727,trophoblast-like cells differentiated from H1,SRP067036
SRR2978415,RNA-Seq,51,253580823,PRJNA305280,SAMN04321939,156683594,GEO,public,"""fastq_sra""",s3,s3.us-east-1,SRX1468002,FACS sorted by TROP2+,GSM1965728,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,passage 30-35,ILLUMINA,2016-07-22T00:00:00Z,GSM1965728,trophoblast-like cells differentiated from H1,SRP067036
SRR2978416,RNA-Seq,51,173158464,PRJNA305280,SAMN04321940,99577928,GEO,public,"""sra_fastq""",s3,s3.us-east-1,SRX1468003,FACS sorted by TROP2+,GSM1965729,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,passage 30-35,ILLUMINA,2016-07-22T00:00:00Z,GSM1965729,trophoblast-like cells differentiated from H1,SRP067036
SRR2978417,RNA-Seq,51,197178597,PRJNA305280,SAMN04321941,124729505,GEO,public,"""fastq_sra""",s3,s3.us-east-1,SRX1468004,FACS sorted by TROP2+,GSM1965730,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,passage 30-35,ILLUMINA,2016-07-22T00:00:00Z,GSM1965730,trophoblast-like cells differentiated from H1,SRP067036
SRR2978418,RNA-Seq,51,240723111,PRJNA305280,SAMN04321942,147873486,GEO,public,"""fastq_sra""",s3,s3.us-east-1,SRX1468005,FACS sorted by TROP2+,GSM1965731,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,passage 30-35,ILLUMINA,2016-07-22T00:00:00Z,GSM1965731,trophoblast-like cells differentiated from H1,SRP067036
SRR2978419,RNA-Seq,51,280463433,PRJNA305280,SAMN04321943,162790334,GEO,public,"""sra_fastq""",s3,s3.us-east-1,SRX1468006,FACS sorted by TROP2+,GSM1965732,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,passage 30-35,ILLUMINA,2016-07-22T00:00:00Z,GSM1965732,trophoblast-like cells differentiated from H1,SRP067036
SRR2978420,RNA-Seq,51,446511426,PRJNA305280,SAMN04321944,268374705,GEO,public,"""fastq_sra""",s3,s3.us-east-1,SRX1468007,FACS sorted by TROP2+,GSM1965733,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,passage 30-35,ILLUMINA,2016-07-22T00:00:00Z,GSM1965733,trophoblast-like cells differentiated from H1,SRP067036
SRR2978421,RNA-Seq,51,369145344,PRJNA305280,SAMN04321945,231634063,GEO,public,"""sra_fastq""",s3,s3.us-east-1,SRX1468008,FACS sorted by TROP2+,GSM1965734,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,passage 30-35,ILLUMINA,2016-07-22T00:00:00Z,GSM1965734,trophoblast-like cells differentiated from H1,SRP067036
SRR2978422,RNA-Seq,51,412739124,PRJNA305280,SAMN04321946,248981085,GEO,public,"""sra_fastq""",s3,s3.us-east-1,SRX1468009,FACS sorted by TROP2+,GSM1965735,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,passage 30-35,ILLUMINA,2016-07-22T00:00:00Z,GSM1965735,trophoblast-like cells differentiated from H1,SRP067036
SRR2978423,RNA-Seq,51,376735317,PRJNA305280,SAMN04321947,227698999,GEO,public,"""fastq_sra""",s3,s3.us-east-1,SRX1468010,FACS sorted by TROP2+,GSM1965736,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,passage 30-35,ILLUMINA,2016-07-22T00:00:00Z,GSM1965736,trophoblast-like cells differentiated from H1,SRP067036
SRR2978424,RNA-Seq,51,392079024,PRJNA305280,SAMN04321948,238754477,GEO,public,"""fastq_sra""",s3,s3.us-east-1,SRX1468011,FACS sorted by TROP2+,GSM1965737,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,passage 30-35,ILLUMINA,2016-07-22T00:00:00Z,GSM1965737,trophoblast-like cells differentiated from H1,SRP067036
SRR2978425,RNA-Seq,51,374032113,PRJNA305280,SAMN04321949,227780000,GEO,public,"""fastq_sra""",s3,s3.us-east-1,SRX1468012,FACS sorted by TROP2+,GSM1965738,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,passage 30-35,ILLUMINA,2016-07-22T00:00:00Z,GSM1965738,trophoblast-like cells differentiated from H1,SRP067036
SRR2978426,RNA-Seq,51,256837785,PRJNA305280,SAMN04321950,148511894,GEO,public,"""fastq_sra""",s3,s3.us-east-1,SRX1468013,FACS sorted by TROP2+,GSM1965739,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,passage 30-35,ILLUMINA,2016-07-22T00:00:00Z,GSM1965739,trophoblast-like cells differentiated from H1,SRP067036
SRR2978427,RNA-Seq,51,239298681,PRJNA305280,SAMN04321951,137760166,GEO,public,"""sra_fastq""",s3,s3.us-east-1,SRX1468014,FACS sorted by TROP2+,GSM1965740,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,passage 30-35,ILLUMINA,2016-07-22T00:00:00Z,GSM1965740,trophoblast-like cells differentiated from H1,SRP067036
SRR2978428,RNA-Seq,51,242293146,PRJNA305280,SAMN04321952,139461463,GEO,public,"""sra_fastq""",s3,s3.us-east-1,SRX1468015,FACS sorted by TROP2+,GSM1965741,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,passage 30-35,ILLUMINA,2016-07-22T00:00:00Z,GSM1965741,trophoblast-like cells differentiated from H1,SRP067036
SRR2978429,RNA-Seq,51,231136998,PRJNA305280,SAMN04321953,136472744,GEO,public,"""fastq_sra""",s3,s3.us-east-1,SRX1468016,FACS sorted by TROP2+,GSM1965742,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,passage 30-35,ILLUMINA,2016-07-22T00:00:00Z,GSM1965742,trophoblast-like cells differentiated from H1,SRP067036
SRR2978430,RNA-Seq,51,290059542,PRJNA305280,SAMN04321954,167222634,GEO,public,"""fastq_sra""",s3,s3.us-east-1,SRX1468017,FACS sorted by TROP2+,GSM1965743,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,passage 30-35,ILLUMINA,2016-07-22T00:00:00Z,GSM1965743,trophoblast-like cells differentiated from H1,SRP067036
SRR2978431,RNA-Seq,51,293898720,PRJNA305280,SAMN04321955,171663354,GEO,public,"""sra_fastq""",s3,s3.us-east-1,SRX1468018,FACS sorted by TROP2+,GSM1965744,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,passage 30-35,ILLUMINA,2016-07-22T00:00:00Z,GSM1965744,trophoblast-like cells differentiated from H1,SRP067036
SRR2978432,RNA-Seq,51,424918995,PRJNA305280,SAMN04322283,263540809,GEO,public,"""sra_fastq""",s3,s3.us-east-1,SRX1468019,FACS sorted by TROP2+,GSM1965745,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,passage 30-35,ILLUMINA,2016-07-22T00:00:00Z,GSM1965745,trophoblast-like cells differentiated from H1,SRP067036
SRR2978433,RNA-Seq,51,417218505,PRJNA305280,SAMN04322284,258509009,GEO,public,"""fastq_sra""",s3,s3.us-east-1,SRX1468020,FACS sorted by TROP2+,GSM1965746,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,passage 30-35,ILLUMINA,2016-07-22T00:00:00Z,GSM1965746,trophoblast-like cells differentiated from H1,SRP067036
SRR2978434,RNA-Seq,51,372013635,PRJNA305280,SAMN04322285,228678994,GEO,public,"""sra_fastq""",s3,s3.us-east-1,SRX1468021,FACS sorted by TROP2+,GSM1965747,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,passage 30-35,ILLUMINA,2016-07-22T00:00:00Z,GSM1965747,trophoblast-like cells differentiated from H1,SRP067036
SRR2978435,RNA-Seq,51,379263387,PRJNA305280,SAMN04322286,235130022,GEO,public,"""sra_fastq""",s3,s3.us-east-1,SRX1468022,FACS sorted by TROP2+,GSM1965748,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,passage 30-35,ILLUMINA,2016-07-22T00:00:00Z,GSM1965748,trophoblast-like cells differentiated from H1,SRP067036
SRR2978436,RNA-Seq,51,357926619,PRJNA305280,SAMN04322287,223449809,GEO,public,"""sra_fastq""",s3,s3.us-east-1,SRX1468023,FACS sorted by TROP2+,GSM1965749,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,passage 30-35,ILLUMINA,2016-07-22T00:00:00Z,GSM1965749,trophoblast-like cells differentiated from H1,SRP067036
SRR2978437,RNA-Seq,51,484390452,PRJNA305280,SAMN04322288,304301559,GEO,public,"""sra_fastq""",s3,s3.us-east-1,SRX1468024,FACS sorted by TROP2+,GSM1965750,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,passage 30-35,ILLUMINA,2016-07-22T00:00:00Z,GSM1965750,trophoblast-like cells differentiated from H1,SRP067036
SRR2978438,RNA-Seq,51,555487869,PRJNA305280,SAMN04322289,345705873,GEO,public,"""sra_fastq""",s3,s3.us-east-1,SRX1468025,FACS sorted by TROP2+,GSM1965751,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,passage 30-35,ILLUMINA,2016-07-22T00:00:00Z,GSM1965751,trophoblast-like cells differentiated from H1,SRP067036
SRR2978439,RNA-Seq,51,501059547,PRJNA305280,SAMN04322290,317317224,GEO,public,"""fastq_sra""",s3,s3.us-east-1,SRX1468026,FACS sorted by TROP2+,GSM1965752,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,passage 30-35,ILLUMINA,2016-07-22T00:00:00Z,GSM1965752,trophoblast-like cells differentiated from H1,SRP067036
SRR2978440,RNA-Seq,51,450016758,PRJNA305280,SAMN04322291,283981528,GEO,public,"""sra_fastq""",s3,s3.us-east-1,SRX1468027,FACS sorted by TROP2+,GSM1965753,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,passage 30-35,ILLUMINA,2016-07-22T00:00:00Z,GSM1965753,trophoblast-like cells differentiated from H1,SRP067036
SRR2978441,RNA-Seq,51,417431532,PRJNA305280,SAMN04322292,263098956,GEO,public,"""fastq_sra""",s3,s3.us-east-1,SRX1468028,FACS sorted by TROP2+,GSM1965754,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,passage 30-35,ILLUMINA,2016-07-22T00:00:00Z,GSM1965754,trophoblast-like cells differentiated from H1,SRP067036
SRR2978442,RNA-Seq,51,600172998,PRJNA305280,SAMN04322293,373220554,GEO,public,"""fastq_sra""",s3,s3.us-east-1,SRX1468029,FACS sorted by TROP2+,GSM1965755,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,passage 30-35,ILLUMINA,2016-07-22T00:00:00Z,GSM1965755,trophoblast-like cells differentiated from H1,SRP067036
SRR2978443,RNA-Seq,51,426206388,PRJNA305280,SAMN04322294,272262537,GEO,public,"""fastq_sra""",s3,s3.us-east-1,SRX1468030,FACS sorted by TROP2+,GSM1965756,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,passage 30-35,ILLUMINA,2016-07-22T00:00:00Z,GSM1965756,trophoblast-like cells differentiated from H1,SRP067036
SRR2978444,RNA-Seq,51,582069477,PRJNA305280,SAMN04322295,359882112,GEO,public,"""sra_fastq""",s3,s3.us-east-1,SRX1468031,FACS sorted by TROP2+,GSM1965757,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,passage 30-35,ILLUMINA,2016-07-22T00:00:00Z,GSM1965757,trophoblast-like cells differentiated from H1,SRP067036
SRR2978445,RNA-Seq,51,472150095,PRJNA305280,SAMN04322296,304142162,GEO,public,"""fastq_sra""",s3,s3.us-east-1,SRX1468032,FACS sorted by TROP2+,GSM1965758,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,passage 30-35,ILLUMINA,2016-07-22T00:00:00Z,GSM1965758,trophoblast-like cells differentiated from H1,SRP067036
SRR2978446,RNA-Seq,51,311062005,PRJNA305280,SAMN04322297,193431731,GEO,public,"""fastq_sra""",s3,s3.us-east-1,SRX1468033,FACS sorted by TROP2+,GSM1965759,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,passage 30-35,ILLUMINA,2016-07-22T00:00:00Z,GSM1965759,trophoblast-like cells differentiated from H1,SRP067036
SRR2978447,RNA-Seq,51,567710682,PRJNA305280,SAMN04322298,358351819,GEO,public,"""fastq_sra""",s3,s3.us-east-1,SRX1468034,FACS sorted by TROP2+,GSM1965760,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,passage 30-35,ILLUMINA,2016-07-22T00:00:00Z,GSM1965760,trophoblast-like cells differentiated from H1,SRP067036
SRR2978448,RNA-Seq,51,518442591,PRJNA305280,SAMN04322299,328324733,GEO,public,"""sra_fastq""",s3,s3.us-east-1,SRX1468035,FACS sorted by TROP2+,GSM1965761,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,passage 30-35,ILLUMINA,2016-07-22T00:00:00Z,GSM1965761,trophoblast-like cells differentiated from H1,SRP067036
SRR2978449,RNA-Seq,51,423458457,PRJNA305280,SAMN04322300,265718672,GEO,public,"""sra_fastq""",s3,s3.us-east-1,SRX1468036,FACS sorted by TROP2+,GSM1965762,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,passage 30-35,ILLUMINA,2016-07-22T00:00:00Z,GSM1965762,trophoblast-like cells differentiated from H1,SRP067036
SRR2978450,RNA-Seq,51,461596716,PRJNA305280,SAMN04322301,294012548,GEO,public,"""sra_fastq""",s3,s3.us-east-1,SRX1468037,FACS sorted by TROP2+,GSM1965763,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,passage 30-35,ILLUMINA,2016-07-22T00:00:00Z,GSM1965763,trophoblast-like cells differentiated from H1,SRP067036
SRR2978451,RNA-Seq,51,523359246,PRJNA305280,SAMN04322302,331109651,GEO,public,"""sra_fastq""",s3,s3.us-east-1,SRX1468038,FACS sorted by TROP2+,GSM1965764,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,passage 30-35,ILLUMINA,2016-07-22T00:00:00Z,GSM1965764,trophoblast-like cells differentiated from H1,SRP067036
SRR2978452,RNA-Seq,51,577248498,PRJNA305280,SAMN04322303,364394216,GEO,public,"""fastq_sra""",s3,s3.us-east-1,SRX1468039,FACS sorted by TROP2+,GSM1965765,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,passage 30-35,ILLUMINA,2016-07-22T00:00:00Z,GSM1965765,trophoblast-like cells differentiated from H1,SRP067036
SRR2978453,RNA-Seq,51,665245683,PRJNA305280,SAMN04322304,413866668,GEO,public,fastq,s3,s3.us-east-1,SRX1468040,FACS sorted by TROP2+,GSM1965766,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,passage 30-35,ILLUMINA,2016-07-22T00:00:00Z,GSM1965766,trophoblast-like cells differentiated from H1,SRP067036
