Run,Assay Type,AvgSpotLen,Bases,BioProject,BioSample,Bytes,Center Name,Consent,Experiment,Experiment.1,GEO_Accession (exp),Instrument,LibraryLayout,LibrarySelection,LibrarySource,major_cell_type,Organism,Platform,protocol,ReleaseDate,Sample Name,source_name,SRA Study,DATASTORE filetype,DATASTORE provider,DATASTORE region
SRR3639417,RNA-Seq,202,454384658,PRJNA324641,SAMN05211340,324450121,GEO,public,SRX1826848,BTN02,GSM2189650,Illumina HiSeq 2000,PAIRED,cDNA,TRANSCRIPTOMIC,Vascular,Mus musculus,ILLUMINA,Mic-scRNA-Seq,2016-07-18T00:00:00Z,GSM2189650,striatum,SRP076212,"""sra_fastq""",s3,s3.us-east-1
SRR3639418,RNA-Seq,202,260012380,PRJNA324641,SAMN05211287,190012269,GEO,public,SRX1826849,BTN02,GSM2189651,Illumina HiSeq 2000,PAIRED,cDNA,TRANSCRIPTOMIC,Vascular,Mus musculus,ILLUMINA,Mic-scRNA-Seq,2016-07-18T00:00:00Z,GSM2189651,striatum,SRP076212,"""fastq_sra""",s3,s3.us-east-1
SRR3639419,RNA-Seq,202,313477336,PRJNA324641,SAMN05211281,229395069,GEO,public,SRX1826850,BTN02,GSM2189652,Illumina HiSeq 2000,PAIRED,cDNA,TRANSCRIPTOMIC,Vascular,Mus musculus,ILLUMINA,Mic-scRNA-Seq,2016-07-18T00:00:00Z,GSM2189652,striatum,SRP076212,"""fastq_sra""",s3,s3.us-east-1
SRR3639420,RNA-Seq,202,341038822,PRJNA324641,SAMN05211282,245381585,GEO,public,SRX1826851,BTN02,GSM2189653,Illumina HiSeq 2000,PAIRED,cDNA,TRANSCRIPTOMIC,Vascular,Mus musculus,ILLUMINA,Mic-scRNA-Seq,2016-07-18T00:00:00Z,GSM2189653,striatum,SRP076212,"""sra_fastq""",s3,s3.us-east-1
SRR3639421,RNA-Seq,202,329007500,PRJNA324641,SAMN05211283,236289996,GEO,public,SRX1826852,BTN02,GSM2189654,Illumina HiSeq 2000,PAIRED,cDNA,TRANSCRIPTOMIC,Vascular,Mus musculus,ILLUMINA,Mic-scRNA-Seq,2016-07-18T00:00:00Z,GSM2189654,striatum,SRP076212,"""sra_fastq""",s3,s3.us-east-1
SRR3639422,RNA-Seq,202,327485228,PRJNA324641,SAMN05211284,235689152,GEO,public,SRX1826853,BTN02,GSM2189655,Illumina HiSeq 2000,PAIRED,cDNA,TRANSCRIPTOMIC,Vascular,Mus musculus,ILLUMINA,Mic-scRNA-Seq,2016-07-18T00:00:00Z,GSM2189655,striatum,SRP076212,"""fastq_sra""",s3,s3.us-east-1
SRR3639423,RNA-Seq,202,307024244,PRJNA324641,SAMN05211285,220973715,GEO,public,SRX1826854,BTN02,GSM2189656,Illumina HiSeq 2000,PAIRED,cDNA,TRANSCRIPTOMIC,Vascular,Mus musculus,ILLUMINA,Mic-scRNA-Seq,2016-07-18T00:00:00Z,GSM2189656,striatum,SRP076212,"""sra_fastq""",s3,s3.us-east-1
SRR3639424,RNA-Seq,202,444687446,PRJNA324641,SAMN05211286,318266447,GEO,public,SRX1826855,BTN02,GSM2189657,Illumina HiSeq 2000,PAIRED,cDNA,TRANSCRIPTOMIC,Vascular,Mus musculus,ILLUMINA,Mic-scRNA-Seq,2016-07-18T00:00:00Z,GSM2189657,striatum,SRP076212,"""fastq_sra""",s3,s3.us-east-1
SRR3639425,RNA-Seq,202,371585666,PRJNA324641,SAMN05211288,267079139,GEO,public,SRX1826856,BTN02,GSM2189658,Illumina HiSeq 2000,PAIRED,cDNA,TRANSCRIPTOMIC,Vascular,Mus musculus,ILLUMINA,Mic-scRNA-Seq,2016-07-18T00:00:00Z,GSM2189658,striatum,SRP076212,"""fastq_sra""",s3,s3.us-east-1
SRR3639426,RNA-Seq,202,354584538,PRJNA324641,SAMN05211289,255198042,GEO,public,SRX1826857,BTN02,GSM2189659,Illumina HiSeq 2000,PAIRED,cDNA,TRANSCRIPTOMIC,Vascular,Mus musculus,ILLUMINA,Mic-scRNA-Seq,2016-07-18T00:00:00Z,GSM2189659,striatum,SRP076212,"""sra_fastq""",s3,s3.us-east-1
SRR3639427,RNA-Seq,202,419327760,PRJNA324641,SAMN05211290,303287882,GEO,public,SRX1826858,BTN02,GSM2189660,Illumina HiSeq 2000,PAIRED,cDNA,TRANSCRIPTOMIC,Vascular,Mus musculus,ILLUMINA,Mic-scRNA-Seq,2016-07-18T00:00:00Z,GSM2189660,striatum,SRP076212,"""fastq_sra""",s3,s3.us-east-1
SRR3639428,RNA-Seq,202,314375024,PRJNA324641,SAMN05211291,224132198,GEO,public,SRX1826859,BTN02,GSM2189661,Illumina HiSeq 2000,PAIRED,cDNA,TRANSCRIPTOMIC,Vascular,Mus musculus,ILLUMINA,Mic-scRNA-Seq,2016-07-18T00:00:00Z,GSM2189661,striatum,SRP076212,"""sra_fastq""",s3,s3.us-east-1
SRR3639429,RNA-Seq,202,393033622,PRJNA324641,SAMN05211292,282088482,GEO,public,SRX1826860,BTN02,GSM2189662,Illumina HiSeq 2000,PAIRED,cDNA,TRANSCRIPTOMIC,Vascular,Mus musculus,ILLUMINA,Mic-scRNA-Seq,2016-07-18T00:00:00Z,GSM2189662,striatum,SRP076212,"""fastq_sra""",s3,s3.us-east-1
SRR3639430,RNA-Seq,202,523657528,PRJNA324641,SAMN05211293,363504833,GEO,public,SRX1826861,BTN13,GSM2189663,Illumina HiSeq 2000,PAIRED,cDNA,TRANSCRIPTOMIC,OPC,Mus musculus,ILLUMINA,Mic-scRNA-Seq,2016-07-18T00:00:00Z,GSM2189663,striatum,SRP076212,"""fastq_sra""",s3,s3.us-east-1
SRR3639431,RNA-Seq,202,303341380,PRJNA324641,SAMN05211294,211402287,GEO,public,SRX1826862,BTN13,GSM2189664,Illumina HiSeq 2000,PAIRED,cDNA,TRANSCRIPTOMIC,Ependy-C,Mus musculus,ILLUMINA,Mic-scRNA-Seq,2016-07-18T00:00:00Z,GSM2189664,striatum,SRP076212,"""sra_fastq""",s3,s3.us-east-1
SRR3639432,RNA-Seq,202,365027938,PRJNA324641,SAMN05211295,253292713,GEO,public,SRX1826863,BTN13,GSM2189665,Illumina HiSeq 2000,PAIRED,cDNA,TRANSCRIPTOMIC,Macrophage,Mus musculus,ILLUMINA,Mic-scRNA-Seq,2016-07-18T00:00:00Z,GSM2189665,striatum,SRP076212,"""fastq_sra""",s3,s3.us-east-1
SRR3639433,RNA-Seq,202,396518526,PRJNA324641,SAMN05211296,283378365,GEO,public,SRX1826864,BTN02,GSM2189666,Illumina HiSeq 2000,PAIRED,cDNA,TRANSCRIPTOMIC,Microglia,Mus musculus,ILLUMINA,Mic-scRNA-Seq,2016-07-18T00:00:00Z,GSM2189666,striatum,SRP076212,"""sra_fastq""",s3,s3.us-east-1
SRR3639434,RNA-Seq,150,59537100,PRJNA324641,SAMN05211297,19865520,GEO,public,SRX1826865,OGC09-sal,GSM2189667,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Neuron,Mus musculus,ILLUMINA,FACS-scRNA-Seq,2016-07-18T00:00:00Z,GSM2189667,striatum,SRP076212,sra,s3,s3.us-east-1
SRR3639435,RNA-Seq,150,59323350,PRJNA324641,SAMN05211297,19904210,GEO,public,SRX1826865,OGC09-sal,GSM2189667,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Neuron,Mus musculus,ILLUMINA,FACS-scRNA-Seq,2016-07-18T00:00:00Z,GSM2189667,striatum,SRP076212,sra,s3,s3.us-east-1
SRR3639436,RNA-Seq,150,58758600,PRJNA324641,SAMN05211297,19812846,GEO,public,SRX1826865,OGC09-sal,GSM2189667,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Neuron,Mus musculus,ILLUMINA,FACS-scRNA-Seq,2016-07-18T00:00:00Z,GSM2189667,striatum,SRP076212,sra,s3,s3.us-east-1
SRR3639437,RNA-Seq,150,58483200,PRJNA324641,SAMN05211297,19863816,GEO,public,SRX1826865,OGC09-sal,GSM2189667,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Neuron,Mus musculus,ILLUMINA,FACS-scRNA-Seq,2016-07-18T00:00:00Z,GSM2189667,striatum,SRP076212,sra,s3,s3.us-east-1
SRR3639438,RNA-Seq,150,139200,PRJNA324641,SAMN05211299,87911,GEO,public,SRX1826867,OGC09-sal,GSM2189669,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Neuron,Mus musculus,ILLUMINA,FACS-scRNA-Seq,2016-07-18T00:00:00Z,GSM2189669,striatum,SRP076212,sra,s3,s3.us-east-1
SRR3639439,RNA-Seq,150,37797150,PRJNA324641,SAMN05211298,12441843,GEO,public,SRX1826866,OGC07-sal,GSM2189668,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Neuron,Mus musculus,ILLUMINA,FACS-scRNA-Seq,2016-07-18T00:00:00Z,GSM2189668,striatum,SRP076212,sra,s3,s3.us-east-1
SRR3639440,RNA-Seq,150,37702350,PRJNA324641,SAMN05211298,12485404,GEO,public,SRX1826866,OGC07-sal,GSM2189668,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Neuron,Mus musculus,ILLUMINA,FACS-scRNA-Seq,2016-07-18T00:00:00Z,GSM2189668,striatum,SRP076212,sra,s3,s3.us-east-1
SRR3639441,RNA-Seq,150,37448550,PRJNA324641,SAMN05211298,12446097,GEO,public,SRX1826866,OGC07-sal,GSM2189668,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Neuron,Mus musculus,ILLUMINA,FACS-scRNA-Seq,2016-07-18T00:00:00Z,GSM2189668,striatum,SRP076212,sra,s3,s3.us-east-1
SRR3639442,RNA-Seq,150,37054800,PRJNA324641,SAMN05211298,12372901,GEO,public,SRX1826866,OGC07-sal,GSM2189668,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Neuron,Mus musculus,ILLUMINA,FACS-scRNA-Seq,2016-07-18T00:00:00Z,GSM2189668,striatum,SRP076212,sra,s3,s3.us-east-1
SRR3639443,RNA-Seq,150,146400,PRJNA324641,SAMN05211299,90047,GEO,public,SRX1826867,OGC09-sal,GSM2189669,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Neuron,Mus musculus,ILLUMINA,FACS-scRNA-Seq,2016-07-18T00:00:00Z,GSM2189669,striatum,SRP076212,sra,s3,s3.us-east-1
SRR3639444,RNA-Seq,150,141150,PRJNA324641,SAMN05211299,88801,GEO,public,SRX1826867,OGC09-sal,GSM2189669,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Neuron,Mus musculus,ILLUMINA,FACS-scRNA-Seq,2016-07-18T00:00:00Z,GSM2189669,striatum,SRP076212,sra,s3,s3.us-east-1
SRR3639445,RNA-Seq,150,144000,PRJNA324641,SAMN05211299,90131,GEO,public,SRX1826867,OGC09-sal,GSM2189669,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Neuron,Mus musculus,ILLUMINA,FACS-scRNA-Seq,2016-07-18T00:00:00Z,GSM2189669,striatum,SRP076212,sra,s3,s3.us-east-1
SRR3639446,RNA-Seq,150,90616800,PRJNA324641,SAMN05211299,33383203,GEO,public,SRX1826867,OGC09-sal,GSM2189669,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Neuron,Mus musculus,ILLUMINA,FACS-scRNA-Seq,2016-07-18T00:00:00Z,GSM2189669,striatum,SRP076212,sra,s3,s3.us-east-1
SRR3639447,RNA-Seq,150,87799050,PRJNA324641,SAMN05211299,32337720,GEO,public,SRX1826867,OGC09-sal,GSM2189669,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Neuron,Mus musculus,ILLUMINA,FACS-scRNA-Seq,2016-07-18T00:00:00Z,GSM2189669,striatum,SRP076212,sra,s3,s3.us-east-1
SRR3639448,RNA-Seq,150,88677150,PRJNA324641,SAMN05211299,32869161,GEO,public,SRX1826867,OGC09-sal,GSM2189669,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Neuron,Mus musculus,ILLUMINA,FACS-scRNA-Seq,2016-07-18T00:00:00Z,GSM2189669,striatum,SRP076212,sra,s3,s3.us-east-1
SRR3639449,RNA-Seq,150,88273200,PRJNA324641,SAMN05211299,32781420,GEO,public,SRX1826867,OGC09-sal,GSM2189669,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Neuron,Mus musculus,ILLUMINA,FACS-scRNA-Seq,2016-07-18T00:00:00Z,GSM2189669,striatum,SRP076212,sra,s3,s3.us-east-1
SRR3639450,RNA-Seq,150,2309850,PRJNA324641,SAMN05211300,801534,GEO,public,SRX1826868,OGC07-sal,GSM2189670,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Neuron,Mus musculus,ILLUMINA,FACS-scRNA-Seq,2016-07-18T00:00:00Z,GSM2189670,striatum,SRP076212,sra,s3,s3.us-east-1
SRR3639451,RNA-Seq,150,2270700,PRJNA324641,SAMN05211300,789320,GEO,public,SRX1826868,OGC07-sal,GSM2189670,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Neuron,Mus musculus,ILLUMINA,FACS-scRNA-Seq,2016-07-18T00:00:00Z,GSM2189670,striatum,SRP076212,sra,s3,s3.us-east-1
SRR3639452,RNA-Seq,150,2247900,PRJNA324641,SAMN05211300,786186,GEO,public,SRX1826868,OGC07-sal,GSM2189670,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Neuron,Mus musculus,ILLUMINA,FACS-scRNA-Seq,2016-07-18T00:00:00Z,GSM2189670,striatum,SRP076212,sra,s3,s3.us-east-1
SRR3639453,RNA-Seq,150,2232150,PRJNA324641,SAMN05211300,781635,GEO,public,SRX1826868,OGC07-sal,GSM2189670,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Neuron,Mus musculus,ILLUMINA,FACS-scRNA-Seq,2016-07-18T00:00:00Z,GSM2189670,striatum,SRP076212,sra,s3,s3.us-east-1
SRR3639454,RNA-Seq,150,33136200,PRJNA324641,SAMN05211300,12560633,GEO,public,SRX1826868,OGC07-sal,GSM2189670,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Neuron,Mus musculus,ILLUMINA,FACS-scRNA-Seq,2016-07-18T00:00:00Z,GSM2189670,striatum,SRP076212,sra,s3,s3.us-east-1
SRR3639455,RNA-Seq,150,32158500,PRJNA324641,SAMN05211300,12202067,GEO,public,SRX1826868,OGC07-sal,GSM2189670,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Neuron,Mus musculus,ILLUMINA,FACS-scRNA-Seq,2016-07-18T00:00:00Z,GSM2189670,striatum,SRP076212,sra,s3,s3.us-east-1
SRR3639456,RNA-Seq,150,32505600,PRJNA324641,SAMN05211300,12421624,GEO,public,SRX1826868,OGC07-sal,GSM2189670,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Neuron,Mus musculus,ILLUMINA,FACS-scRNA-Seq,2016-07-18T00:00:00Z,GSM2189670,striatum,SRP076212,sra,s3,s3.us-east-1
SRR3639457,RNA-Seq,150,32453850,PRJNA324641,SAMN05211300,12419944,GEO,public,SRX1826868,OGC07-sal,GSM2189670,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Neuron,Mus musculus,ILLUMINA,FACS-scRNA-Seq,2016-07-18T00:00:00Z,GSM2189670,striatum,SRP076212,sra,s3,s3.us-east-1
SRR3639458,RNA-Seq,150,100950,PRJNA324641,SAMN05211301,74098,GEO,public,SRX1826869,OGC09-sal,GSM2189671,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Neuron,Mus musculus,ILLUMINA,FACS-scRNA-Seq,2016-07-18T00:00:00Z,GSM2189671,striatum,SRP076212,sra,s3,s3.us-east-1
SRR3639459,RNA-Seq,150,93450,PRJNA324641,SAMN05211301,71776,GEO,public,SRX1826869,OGC09-sal,GSM2189671,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Neuron,Mus musculus,ILLUMINA,FACS-scRNA-Seq,2016-07-18T00:00:00Z,GSM2189671,striatum,SRP076212,sra,s3,s3.us-east-1
SRR3639460,RNA-Seq,150,98250,PRJNA324641,SAMN05211301,73194,GEO,public,SRX1826869,OGC09-sal,GSM2189671,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Neuron,Mus musculus,ILLUMINA,FACS-scRNA-Seq,2016-07-18T00:00:00Z,GSM2189671,striatum,SRP076212,sra,s3,s3.us-east-1
SRR3639461,RNA-Seq,150,100050,PRJNA324641,SAMN05211301,74585,GEO,public,SRX1826869,OGC09-sal,GSM2189671,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Neuron,Mus musculus,ILLUMINA,FACS-scRNA-Seq,2016-07-18T00:00:00Z,GSM2189671,striatum,SRP076212,sra,s3,s3.us-east-1
SRR3639462,RNA-Seq,150,85997400,PRJNA324641,SAMN05211301,31801983,GEO,public,SRX1826869,OGC09-sal,GSM2189671,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Neuron,Mus musculus,ILLUMINA,FACS-scRNA-Seq,2016-07-18T00:00:00Z,GSM2189671,striatum,SRP076212,sra,s3,s3.us-east-1
SRR3639463,RNA-Seq,150,83139750,PRJNA324641,SAMN05211301,30699514,GEO,public,SRX1826869,OGC09-sal,GSM2189671,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Neuron,Mus musculus,ILLUMINA,FACS-scRNA-Seq,2016-07-18T00:00:00Z,GSM2189671,striatum,SRP076212,sra,s3,s3.us-east-1
SRR3639464,RNA-Seq,150,84151650,PRJNA324641,SAMN05211301,31320258,GEO,public,SRX1826869,OGC09-sal,GSM2189671,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Neuron,Mus musculus,ILLUMINA,FACS-scRNA-Seq,2016-07-18T00:00:00Z,GSM2189671,striatum,SRP076212,sra,s3,s3.us-east-1
SRR3639465,RNA-Seq,150,83548950,PRJNA324641,SAMN05211301,31137384,GEO,public,SRX1826869,OGC09-sal,GSM2189671,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Neuron,Mus musculus,ILLUMINA,FACS-scRNA-Seq,2016-07-18T00:00:00Z,GSM2189671,striatum,SRP076212,sra,s3,s3.us-east-1
SRR3639466,RNA-Seq,150,941250,PRJNA324641,SAMN05211302,351355,GEO,public,SRX1826870,OGC07-sal,GSM2189672,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Neuron,Mus musculus,ILLUMINA,FACS-scRNA-Seq,2016-07-18T00:00:00Z,GSM2189672,striatum,SRP076212,sra,s3,s3.us-east-1
SRR3639467,RNA-Seq,150,949350,PRJNA324641,SAMN05211302,356245,GEO,public,SRX1826870,OGC07-sal,GSM2189672,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Neuron,Mus musculus,ILLUMINA,FACS-scRNA-Seq,2016-07-18T00:00:00Z,GSM2189672,striatum,SRP076212,sra,s3,s3.us-east-1
SRR3639468,RNA-Seq,150,959700,PRJNA324641,SAMN05211302,361118,GEO,public,SRX1826870,OGC07-sal,GSM2189672,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Neuron,Mus musculus,ILLUMINA,FACS-scRNA-Seq,2016-07-18T00:00:00Z,GSM2189672,striatum,SRP076212,sra,s3,s3.us-east-1
SRR3639469,RNA-Seq,150,922650,PRJNA324641,SAMN05211302,349861,GEO,public,SRX1826870,OGC07-sal,GSM2189672,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Neuron,Mus musculus,ILLUMINA,FACS-scRNA-Seq,2016-07-18T00:00:00Z,GSM2189672,striatum,SRP076212,sra,s3,s3.us-east-1
SRR3639470,RNA-Seq,150,42974700,PRJNA324641,SAMN05211302,16213331,GEO,public,SRX1826870,OGC07-sal,GSM2189672,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Neuron,Mus musculus,ILLUMINA,FACS-scRNA-Seq,2016-07-18T00:00:00Z,GSM2189672,striatum,SRP076212,sra,s3,s3.us-east-1
SRR3639471,RNA-Seq,150,41585700,PRJNA324641,SAMN05211302,15684278,GEO,public,SRX1826870,OGC07-sal,GSM2189672,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Neuron,Mus musculus,ILLUMINA,FACS-scRNA-Seq,2016-07-18T00:00:00Z,GSM2189672,striatum,SRP076212,sra,s3,s3.us-east-1
SRR3639472,RNA-Seq,150,42016800,PRJNA324641,SAMN05211302,15969218,GEO,public,SRX1826870,OGC07-sal,GSM2189672,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Neuron,Mus musculus,ILLUMINA,FACS-scRNA-Seq,2016-07-18T00:00:00Z,GSM2189672,striatum,SRP076212,sra,s3,s3.us-east-1
SRR3639473,RNA-Seq,150,41914500,PRJNA324641,SAMN05211302,15955338,GEO,public,SRX1826870,OGC07-sal,GSM2189672,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Neuron,Mus musculus,ILLUMINA,FACS-scRNA-Seq,2016-07-18T00:00:00Z,GSM2189672,striatum,SRP076212,sra,s3,s3.us-east-1
SRR3639474,RNA-Seq,150,33328200,PRJNA324641,SAMN05211303,11103648,GEO,public,SRX1826871,OGC09-sal,GSM2189673,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Neuron,Mus musculus,ILLUMINA,FACS-scRNA-Seq,2016-07-18T00:00:00Z,GSM2189673,striatum,SRP076212,sra,s3,s3.us-east-1
SRR3639475,RNA-Seq,150,33233100,PRJNA324641,SAMN05211303,11135677,GEO,public,SRX1826871,OGC09-sal,GSM2189673,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Neuron,Mus musculus,ILLUMINA,FACS-scRNA-Seq,2016-07-18T00:00:00Z,GSM2189673,striatum,SRP076212,sra,s3,s3.us-east-1
SRR3639476,RNA-Seq,150,32861700,PRJNA324641,SAMN05211303,11061337,GEO,public,SRX1826871,OGC09-sal,GSM2189673,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Neuron,Mus musculus,ILLUMINA,FACS-scRNA-Seq,2016-07-18T00:00:00Z,GSM2189673,striatum,SRP076212,sra,s3,s3.us-east-1
SRR3639477,RNA-Seq,150,32748900,PRJNA324641,SAMN05211303,11099033,GEO,public,SRX1826871,OGC09-sal,GSM2189673,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Neuron,Mus musculus,ILLUMINA,FACS-scRNA-Seq,2016-07-18T00:00:00Z,GSM2189673,striatum,SRP076212,sra,s3,s3.us-east-1
SRR3639478,RNA-Seq,150,154500,PRJNA324641,SAMN05211304,92804,GEO,public,SRX1826872,OGC07-sal,GSM2189674,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Neuron,Mus musculus,ILLUMINA,FACS-scRNA-Seq,2016-07-18T00:00:00Z,GSM2189674,striatum,SRP076212,sra,s3,s3.us-east-1
SRR3639479,RNA-Seq,150,157200,PRJNA324641,SAMN05211304,94311,GEO,public,SRX1826872,OGC07-sal,GSM2189674,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Neuron,Mus musculus,ILLUMINA,FACS-scRNA-Seq,2016-07-18T00:00:00Z,GSM2189674,striatum,SRP076212,sra,s3,s3.us-east-1
SRR3639480,RNA-Seq,150,149850,PRJNA324641,SAMN05211304,91756,GEO,public,SRX1826872,OGC07-sal,GSM2189674,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Neuron,Mus musculus,ILLUMINA,FACS-scRNA-Seq,2016-07-18T00:00:00Z,GSM2189674,striatum,SRP076212,-,-,-
SRR3639481,RNA-Seq,150,151200,PRJNA324641,SAMN05211304,92985,GEO,public,SRX1826872,OGC07-sal,GSM2189674,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Neuron,Mus musculus,ILLUMINA,FACS-scRNA-Seq,2016-07-18T00:00:00Z,GSM2189674,striatum,SRP076212,sra,s3,s3.us-east-1
SRR3639482,RNA-Seq,150,65758650,PRJNA324641,SAMN05211304,24605483,GEO,public,SRX1826872,OGC07-sal,GSM2189674,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Neuron,Mus musculus,ILLUMINA,FACS-scRNA-Seq,2016-07-18T00:00:00Z,GSM2189674,striatum,SRP076212,sra,s3,s3.us-east-1
SRR3639483,RNA-Seq,150,63727050,PRJNA324641,SAMN05211304,23881628,GEO,public,SRX1826872,OGC07-sal,GSM2189674,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Neuron,Mus musculus,ILLUMINA,FACS-scRNA-Seq,2016-07-18T00:00:00Z,GSM2189674,striatum,SRP076212,sra,s3,s3.us-east-1
SRR3639484,RNA-Seq,150,64422600,PRJNA324641,SAMN05211304,24302764,GEO,public,SRX1826872,OGC07-sal,GSM2189674,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Neuron,Mus musculus,ILLUMINA,FACS-scRNA-Seq,2016-07-18T00:00:00Z,GSM2189674,striatum,SRP076212,sra,s3,s3.us-east-1
SRR3639485,RNA-Seq,150,64210650,PRJNA324641,SAMN05211304,24244322,GEO,public,SRX1826872,OGC07-sal,GSM2189674,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Neuron,Mus musculus,ILLUMINA,FACS-scRNA-Seq,2016-07-18T00:00:00Z,GSM2189674,striatum,SRP076212,sra,s3,s3.us-east-1
SRR3639486,RNA-Seq,150,39219900,PRJNA324641,SAMN05211305,13127214,GEO,public,SRX1826873,OGC09-sal,GSM2189675,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Neuron,Mus musculus,ILLUMINA,FACS-scRNA-Seq,2016-07-18T00:00:00Z,GSM2189675,striatum,SRP076212,sra,s3,s3.us-east-1
SRR3639487,RNA-Seq,150,38954700,PRJNA324641,SAMN05211305,13127575,GEO,public,SRX1826873,OGC09-sal,GSM2189675,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Neuron,Mus musculus,ILLUMINA,FACS-scRNA-Seq,2016-07-18T00:00:00Z,GSM2189675,striatum,SRP076212,sra,s3,s3.us-east-1
SRR3639488,RNA-Seq,150,38575500,PRJNA324641,SAMN05211305,13055582,GEO,public,SRX1826873,OGC09-sal,GSM2189675,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Neuron,Mus musculus,ILLUMINA,FACS-scRNA-Seq,2016-07-18T00:00:00Z,GSM2189675,striatum,SRP076212,sra,s3,s3.us-east-1
SRR3639489,RNA-Seq,150,38412750,PRJNA324641,SAMN05211305,13105265,GEO,public,SRX1826873,OGC09-sal,GSM2189675,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Neuron,Mus musculus,ILLUMINA,FACS-scRNA-Seq,2016-07-18T00:00:00Z,GSM2189675,striatum,SRP076212,sra,s3,s3.us-east-1
SRR3639490,RNA-Seq,150,65693400,PRJNA324641,SAMN05211306,21928446,GEO,public,SRX1826874,OGC07-sal,GSM2189676,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Neuron,Mus musculus,ILLUMINA,FACS-scRNA-Seq,2016-07-18T00:00:00Z,GSM2189676,striatum,SRP076212,sra,s3,s3.us-east-1
SRR3639491,RNA-Seq,150,65362800,PRJNA324641,SAMN05211306,21929101,GEO,public,SRX1826874,OGC07-sal,GSM2189676,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Neuron,Mus musculus,ILLUMINA,FACS-scRNA-Seq,2016-07-18T00:00:00Z,GSM2189676,striatum,SRP076212,sra,s3,s3.us-east-1
