Run,Assay Type,AvgSpotLen,Bases,BioProject,BioSample,Bytes,cell_type_or_stage,Center Name,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,Experiment,GEO_Accession (exp),Instrument,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,ReleaseDate,Sample Name,source_name,SRA Study,create_date,version
SRR3555622,RNA-Seq,200,432613600,PRJNA322308,SAMN05151480,354927754,iPSC line,GEO,public,"""sra_run.zq_fastq""","""ncbi_gs_s3""","""ncbi.public_gs.US_s3.us-east-1""",SRX1782416,GSM2170814,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2017-02-09T00:00:00Z,GSM2170814,iPSC line TkDA3-4,SRP075475,2016-05-20T14:27:00Z,1
SRR3555623,RNA-Seq,200,540477200,PRJNA322308,SAMN05151481,440898130,iPSC line,GEO,public,"""run.zq_sra_fastq""","""ncbi_s3_gs""","""s3.us-east-1_ncbi.public_gs.US""",SRX1782417,GSM2170815,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2017-02-09T00:00:00Z,GSM2170815,iPSC line TkDA3-4,SRP075475,2016-05-20T14:27:00Z,1
SRR3555624,RNA-Seq,200,482619600,PRJNA322308,SAMN05151482,400576452,iPSC line,GEO,public,"""run.zq_fastq_sra""","""ncbi_s3_gs""","""gs.US_s3.us-east-1_ncbi.public""",SRX1782418,GSM2170816,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2017-02-09T00:00:00Z,GSM2170816,iPSC line TkDA3-4,SRP075475,2016-05-20T14:27:00Z,1
SRR3555625,RNA-Seq,200,464335400,PRJNA322308,SAMN05151483,387927549,iPSC line,GEO,public,"""run.zq_sra_fastq""","""gs_ncbi_s3""","""s3.us-east-1_gs.US_ncbi.public""",SRX1782419,GSM2170817,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2017-02-09T00:00:00Z,GSM2170817,iPSC line TkDA3-4,SRP075475,2016-05-20T14:27:00Z,1
SRR3555626,RNA-Seq,200,545282800,PRJNA322308,SAMN05151484,452016142,iPSC line,GEO,public,"""fastq_sra_run.zq""","""s3_ncbi_gs""","""gs.US_ncbi.public_s3.us-east-1""",SRX1782420,GSM2170818,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2017-02-09T00:00:00Z,GSM2170818,iPSC line TkDA3-4,SRP075475,2016-05-20T14:28:00Z,1
SRR3555627,RNA-Seq,200,410022600,PRJNA322308,SAMN05151485,342583839,iPSC line,GEO,public,"""sra_run.zq_fastq""","""ncbi_gs_s3""","""gs.US_ncbi.public_s3.us-east-1""",SRX1782421,GSM2170819,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2017-02-09T00:00:00Z,GSM2170819,iPSC line TkDA3-4,SRP075475,2016-05-20T14:27:00Z,1
SRR3555628,RNA-Seq,200,420351200,PRJNA322308,SAMN05151486,348938921,iPSC line,GEO,public,"""sra_run.zq_fastq""","""gs_ncbi_s3""","""ncbi.public_gs.US_s3.us-east-1""",SRX1782422,GSM2170820,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2017-02-09T00:00:00Z,GSM2170820,iPSC line TkDA3-4,SRP075475,2016-05-20T14:27:00Z,1
SRR3555629,RNA-Seq,200,489735400,PRJNA322308,SAMN05151487,407338325,iPSC line,GEO,public,"""run.zq_sra_fastq""","""s3_ncbi_gs""","""gs.US_s3.us-east-1_ncbi.public""",SRX1782423,GSM2170821,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2017-02-09T00:00:00Z,GSM2170821,iPSC line TkDA3-4,SRP075475,2016-05-20T14:27:00Z,1
SRR3555630,RNA-Seq,200,589372200,PRJNA322308,SAMN05151488,483521811,iPSC line,GEO,public,"""fastq_sra_run.zq""","""s3_ncbi_gs""","""gs.US_ncbi.public_s3.us-east-1""",SRX1782424,GSM2170822,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2017-02-09T00:00:00Z,GSM2170822,iPSC line TkDA3-4,SRP075475,2016-05-20T14:27:00Z,1
SRR3555631,RNA-Seq,200,433788800,PRJNA322308,SAMN05151579,359239588,iPSC line,GEO,public,"""sra_fastq_run.zq""","""s3_gs_ncbi""","""gs.US_ncbi.public_s3.us-east-1""",SRX1782425,GSM2170823,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2017-02-09T00:00:00Z,GSM2170823,iPSC line TkDA3-4,SRP075475,2016-05-20T14:27:00Z,1
SRR3555632,RNA-Seq,200,656970200,PRJNA322308,SAMN05151580,541253112,iPSC line,GEO,public,"""sra_run.zq_fastq""","""ncbi_gs_s3""","""gs.US_ncbi.public_s3.us-east-1""",SRX1782426,GSM2170824,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2017-02-09T00:00:00Z,GSM2170824,iPSC line TkDA3-4,SRP075475,2016-05-20T14:29:00Z,1
SRR3555633,RNA-Seq,200,385279600,PRJNA322308,SAMN05151581,318252099,iPSC line,GEO,public,"""sra_run.zq_fastq""","""s3_ncbi_gs""","""ncbi.public_gs.US_s3.us-east-1""",SRX1782427,GSM2170825,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2017-02-09T00:00:00Z,GSM2170825,iPSC line TkDA3-4,SRP075475,2016-05-20T14:27:00Z,1
SRR3555634,RNA-Seq,200,468753800,PRJNA322308,SAMN05151582,389198071,iPSC line,GEO,public,"""run.zq_fastq_sra""","""gs_s3_ncbi""","""ncbi.public_s3.us-east-1_gs.US""",SRX1782428,GSM2170826,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2017-02-09T00:00:00Z,GSM2170826,iPSC line TkDA3-4,SRP075475,2016-05-20T14:27:00Z,1
SRR3555635,RNA-Seq,200,454636000,PRJNA322308,SAMN05151583,378545985,iPSC line,GEO,public,"""run.zq_fastq_sra""","""gs_s3_ncbi""","""ncbi.public_s3.us-east-1_gs.US""",SRX1782429,GSM2170827,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2017-02-09T00:00:00Z,GSM2170827,iPSC line TkDA3-4,SRP075475,2016-05-20T14:27:00Z,1
SRR3555636,RNA-Seq,200,421846400,PRJNA322308,SAMN05151584,350410990,iPSC line,GEO,public,"""sra_fastq_run.zq""","""ncbi_gs_s3""","""ncbi.public_s3.us-east-1_gs.US""",SRX1782430,GSM2170828,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2017-02-09T00:00:00Z,GSM2170828,iPSC line TkDA3-4,SRP075475,2016-05-20T14:28:00Z,1
SRR3555637,RNA-Seq,200,606951800,PRJNA322308,SAMN05151585,502645379,iPSC line,GEO,public,"""run.zq_sra_fastq""","""s3_gs_ncbi""","""ncbi.public_s3.us-east-1_gs.US""",SRX1782431,GSM2170829,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2017-02-09T00:00:00Z,GSM2170829,iPSC line TkDA3-4,SRP075475,2016-05-20T14:27:00Z,1
SRR3555638,RNA-Seq,200,597980200,PRJNA322308,SAMN05151586,488350821,iPSC line,GEO,public,"""fastq_sra_run.zq""","""gs_ncbi_s3""","""gs.US_ncbi.public_s3.us-east-1""",SRX1782432,GSM2170830,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2017-02-09T00:00:00Z,GSM2170830,iPSC line TkDA3-4,SRP075475,2016-05-20T14:27:00Z,1
SRR3555639,RNA-Seq,200,180121400,PRJNA322308,SAMN05151587,146579592,iPSC line,GEO,public,"""fastq_sra_run.zq""","""gs_ncbi_s3""","""s3.us-east-1_ncbi.public_gs.US""",SRX1782433,GSM2170831,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2017-02-09T00:00:00Z,GSM2170831,iPSC line TkDA3-4,SRP075475,2016-05-20T14:26:00Z,1
SRR3555640,RNA-Seq,200,694912600,PRJNA322308,SAMN05151588,566170281,iPSC line,GEO,public,"""fastq_sra_run.zq""","""ncbi_s3_gs""","""ncbi.public_s3.us-east-1_gs.US""",SRX1782434,GSM2170832,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2017-02-09T00:00:00Z,GSM2170832,iPSC line TkDA3-4,SRP075475,2016-05-20T14:27:00Z,1
SRR3555641,RNA-Seq,200,655215400,PRJNA322308,SAMN05151589,532735282,iPSC line,GEO,public,"""run.zq_fastq_sra""","""gs_s3_ncbi""","""gs.US_ncbi.public_s3.us-east-1""",SRX1782435,GSM2170833,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2017-02-09T00:00:00Z,GSM2170833,iPSC line TkDA3-4,SRP075475,2016-05-20T14:27:00Z,1
SRR3555642,RNA-Seq,200,466306000,PRJNA322308,SAMN05151590,388374592,iPSC line,GEO,public,"""sra_fastq_run.zq""","""s3_gs_ncbi""","""ncbi.public_s3.us-east-1_gs.US""",SRX1782436,GSM2170834,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2017-02-09T00:00:00Z,GSM2170834,iPSC line TkDA3-4,SRP075475,2016-05-20T14:27:00Z,1
SRR3555643,RNA-Seq,200,358699600,PRJNA322308,SAMN05151591,298142662,iPSC line,GEO,public,"""fastq_run.zq_sra""","""ncbi_gs_s3""","""gs.US_ncbi.public_s3.us-east-1""",SRX1782437,GSM2170835,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2017-02-09T00:00:00Z,GSM2170835,iPSC line TkDA3-4,SRP075475,2016-05-20T14:27:00Z,1
SRR3555644,RNA-Seq,200,405771400,PRJNA322308,SAMN05151592,334848658,iPSC line,GEO,public,"""run.zq_sra_fastq""","""s3_ncbi_gs""","""s3.us-east-1_gs.US_ncbi.public""",SRX1782438,GSM2170836,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2017-02-09T00:00:00Z,GSM2170836,iPSC line TkDA3-4,SRP075475,2016-05-20T14:27:00Z,1
SRR3555645,RNA-Seq,200,429534200,PRJNA322308,SAMN05151593,356599151,iPSC line,GEO,public,"""fastq_run.zq_sra""","""ncbi_gs_s3""","""ncbi.public_s3.us-east-1_gs.US""",SRX1782439,GSM2170837,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2017-02-09T00:00:00Z,GSM2170837,iPSC line TkDA3-4,SRP075475,2016-05-20T14:27:00Z,1
SRR3555646,RNA-Seq,200,362032600,PRJNA322308,SAMN05151594,303119646,iPSC line,GEO,public,"""fastq_sra_run.zq""","""ncbi_s3_gs""","""gs.US_s3.us-east-1_ncbi.public""",SRX1782440,GSM2170838,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2017-02-09T00:00:00Z,GSM2170838,iPSC line TkDA3-4,SRP075475,2016-05-20T14:27:00Z,1
SRR3555647,RNA-Seq,200,524770000,PRJNA322308,SAMN05151595,429985472,iPSC line,GEO,public,"""sra_run.zq_fastq""","""gs_s3_ncbi""","""s3.us-east-1_gs.US_ncbi.public""",SRX1782441,GSM2170839,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2017-02-09T00:00:00Z,GSM2170839,iPSC line TkDA3-4,SRP075475,2016-05-20T14:28:00Z,1
SRR3555648,RNA-Seq,200,485219400,PRJNA322308,SAMN05151596,396375808,iPSC line,GEO,public,"""fastq_sra_run.zq""","""s3_ncbi_gs""","""ncbi.public_gs.US_s3.us-east-1""",SRX1782442,GSM2170840,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2017-02-09T00:00:00Z,GSM2170840,iPSC line TkDA3-4,SRP075475,2016-05-20T14:27:00Z,1
SRR3555649,RNA-Seq,200,430991000,PRJNA322308,SAMN05151597,353512913,iPSC line,GEO,public,"""run.zq_fastq_sra""","""s3_gs_ncbi""","""ncbi.public_s3.us-east-1_gs.US""",SRX1782443,GSM2170841,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2017-02-09T00:00:00Z,GSM2170841,iPSC line TkDA3-4,SRP075475,2016-05-20T14:28:00Z,1
SRR3555650,RNA-Seq,200,598884400,PRJNA322308,SAMN05151598,486220643,iPSC line,GEO,public,"""run.zq_sra_fastq""","""s3_ncbi_gs""","""s3.us-east-1_ncbi.public_gs.US""",SRX1782444,GSM2170842,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2017-02-09T00:00:00Z,GSM2170842,iPSC line TkDA3-4,SRP075475,2016-05-20T14:28:00Z,1
SRR3555651,RNA-Seq,200,272759600,PRJNA322308,SAMN05151602,227740636,iPSC line,GEO,public,"""run.zq_fastq_sra""","""gs_s3_ncbi""","""ncbi.public_s3.us-east-1_gs.US""",SRX1782445,GSM2170843,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2017-02-09T00:00:00Z,GSM2170843,iPSC line TkDA3-4,SRP075475,2016-05-20T14:27:00Z,1
SRR3555652,RNA-Seq,200,440463200,PRJNA322308,SAMN05151603,367908771,iPSC line,GEO,public,"""run.zq_sra_fastq""","""gs_s3_ncbi""","""gs.US_s3.us-east-1_ncbi.public""",SRX1782446,GSM2170844,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2017-02-09T00:00:00Z,GSM2170844,iPSC line TkDA3-4,SRP075475,2016-05-20T14:28:00Z,1
SRR3555653,RNA-Seq,200,467973000,PRJNA322308,SAMN05151604,388876388,iPSC line,GEO,public,"""fastq_sra_run.zq""","""gs_s3_ncbi""","""s3.us-east-1_gs.US_ncbi.public""",SRX1782447,GSM2170845,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2017-02-09T00:00:00Z,GSM2170845,iPSC line TkDA3-4,SRP075475,2016-05-20T14:28:00Z,1
SRR3555654,RNA-Seq,200,315635000,PRJNA322308,SAMN05151599,263981551,iPSC line,GEO,public,"""run.zq_sra_fastq""","""s3_ncbi_gs""","""ncbi.public_gs.US_s3.us-east-1""",SRX1782448,GSM2170846,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2017-02-09T00:00:00Z,GSM2170846,iPSC line TkDA3-4,SRP075475,2016-05-20T14:27:00Z,1
SRR3555655,RNA-Seq,200,343754200,PRJNA322308,SAMN05151600,285384360,iPSC line,GEO,public,"""run.zq_sra_fastq""","""s3_ncbi_gs""","""gs.US_s3.us-east-1_ncbi.public""",SRX1782449,GSM2170847,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2017-02-09T00:00:00Z,GSM2170847,iPSC line TkDA3-4,SRP075475,2016-05-20T14:27:00Z,1
SRR3555656,RNA-Seq,200,424490600,PRJNA322308,SAMN05151601,355046740,iPSC line,GEO,public,"""fastq_sra_run.zq""","""gs_ncbi_s3""","""s3.us-east-1_gs.US_ncbi.public""",SRX1782450,GSM2170848,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2017-02-09T00:00:00Z,GSM2170848,iPSC line TkDA3-4,SRP075475,2016-05-20T14:28:00Z,1
SRR3555657,RNA-Seq,200,463490800,PRJNA322308,SAMN05151605,382288376,iPSC line,GEO,public,"""sra_fastq_run.zq""","""ncbi_s3_gs""","""ncbi.public_gs.US_s3.us-east-1""",SRX1782451,GSM2170849,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2017-02-09T00:00:00Z,GSM2170849,iPSC line TkDA3-4,SRP075475,2016-05-20T14:28:00Z,1
SRR3555658,RNA-Seq,200,490316600,PRJNA322308,SAMN05151606,404113141,iPSC line,GEO,public,"""sra_fastq_run.zq""","""ncbi_s3_gs""","""s3.us-east-1_gs.US_ncbi.public""",SRX1782452,GSM2170850,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2017-02-09T00:00:00Z,GSM2170850,iPSC line TkDA3-4,SRP075475,2016-05-20T14:28:00Z,1
SRR3555659,RNA-Seq,200,573825400,PRJNA322308,SAMN05151607,474699707,iPSC line,GEO,public,"""fastq_run.zq_sra""","""ncbi_s3_gs""","""gs.US_ncbi.public_s3.us-east-1""",SRX1782453,GSM2170851,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2017-02-09T00:00:00Z,GSM2170851,iPSC line TkDA3-4,SRP075475,2016-05-20T14:30:00Z,1
SRR3555660,RNA-Seq,200,566091400,PRJNA322308,SAMN05151608,462948688,iPSC line,GEO,public,"""fastq_sra_run.zq""","""s3_gs_ncbi""","""s3.us-east-1_ncbi.public_gs.US""",SRX1782454,GSM2170852,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2017-02-09T00:00:00Z,GSM2170852,iPSC line TkDA3-4,SRP075475,2016-05-20T14:30:00Z,1
SRR3555661,RNA-Seq,192,142090560,PRJNA322308,SAMN05151142,111743377,Liver bud 1,GEO,public,"""run.zq_fastq_sra""","""s3_ncbi_gs""","""gs.US_ncbi.public_s3.us-east-1""",SRX1782455,GSM2170853,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2017-02-09T00:00:00Z,GSM2170853,liver bud,SRP075475,2016-05-20T14:27:00Z,1
SRR3555662,RNA-Seq,192,200239872,PRJNA322308,SAMN05151143,157220506,Liver bud 1,GEO,public,"""run.zq_fastq_sra""","""gs_ncbi_s3""","""s3.us-east-1_gs.US_ncbi.public""",SRX1782456,GSM2170854,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2017-02-09T00:00:00Z,GSM2170854,liver bud,SRP075475,2016-05-20T14:27:00Z,1
SRR3555663,RNA-Seq,192,296029248,PRJNA322308,SAMN05151144,230145481,Liver bud 1,GEO,public,"""run.zq_fastq_sra""","""gs_s3_ncbi""","""ncbi.public_gs.US_s3.us-east-1""",SRX1782457,GSM2170855,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2017-02-09T00:00:00Z,GSM2170855,liver bud,SRP075475,2016-05-20T14:28:00Z,1
SRR3555664,RNA-Seq,192,282394944,PRJNA322308,SAMN05151145,219340501,Liver bud 1,GEO,public,"""fastq_sra_run.zq""","""gs_s3_ncbi""","""gs.US_ncbi.public_s3.us-east-1""",SRX1782458,GSM2170856,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2017-02-09T00:00:00Z,GSM2170856,liver bud,SRP075475,2016-05-20T14:28:00Z,1
SRR3555665,RNA-Seq,192,306826368,PRJNA322308,SAMN05151146,238475128,Liver bud 1,GEO,public,"""sra_run.zq_fastq""","""s3_gs_ncbi""","""gs.US_ncbi.public_s3.us-east-1""",SRX1782459,GSM2170857,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2017-02-09T00:00:00Z,GSM2170857,liver bud,SRP075475,2016-05-20T14:28:00Z,1
SRR3555666,RNA-Seq,192,245597952,PRJNA322308,SAMN05151147,193039876,Liver bud 1,GEO,public,"""run.zq_sra_fastq""","""s3_gs_ncbi""","""gs.US_ncbi.public_s3.us-east-1""",SRX1782460,GSM2170858,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2017-02-09T00:00:00Z,GSM2170858,liver bud,SRP075475,2016-05-20T14:28:00Z,1
SRR3555667,RNA-Seq,192,331782912,PRJNA322308,SAMN05151148,259499386,Liver bud 1,GEO,public,"""sra_fastq_run.zq""","""ncbi_s3_gs""","""s3.us-east-1_ncbi.public_gs.US""",SRX1782461,GSM2170859,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2017-02-09T00:00:00Z,GSM2170859,liver bud,SRP075475,2016-05-20T14:28:00Z,1
SRR3555668,RNA-Seq,192,327614208,PRJNA322308,SAMN05151149,254634242,Liver bud 1,GEO,public,"""run.zq_fastq""","""ncbi_gs_s3""","""gs.US_s3.us-east-1_ncbi.public""",SRX1782462,GSM2170860,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2017-02-09T00:00:00Z,GSM2170860,liver bud,SRP075475,-,-
SRR3555669,RNA-Seq,192,276210048,PRJNA322308,SAMN05151150,213541378,Liver bud 1,GEO,public,"""fastq_run.zq_sra""","""ncbi_s3_gs""","""ncbi.public_s3.us-east-1_gs.US""",SRX1782463,GSM2170861,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2017-02-09T00:00:00Z,GSM2170861,liver bud,SRP075475,2016-05-20T14:28:00Z,1
SRR3555670,RNA-Seq,192,385010688,PRJNA322308,SAMN05151151,295840705,Liver bud 1,GEO,public,"""run.zq_sra_fastq""","""gs_s3_ncbi""","""ncbi.public_gs.US_s3.us-east-1""",SRX1782464,GSM2170862,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2017-02-09T00:00:00Z,GSM2170862,liver bud,SRP075475,2016-05-20T14:29:00Z,1
SRR3555671,RNA-Seq,192,189668928,PRJNA322308,SAMN05151152,148877094,Liver bud 1,GEO,public,"""run.zq_sra_fastq""","""ncbi_gs_s3""","""ncbi.public_s3.us-east-1_gs.US""",SRX1782465,GSM2170863,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2017-02-09T00:00:00Z,GSM2170863,liver bud,SRP075475,2016-05-20T14:28:00Z,1
SRR3555672,RNA-Seq,192,281907264,PRJNA322308,SAMN05151153,219398419,Liver bud 1,GEO,public,"""run.zq_sra_fastq""","""gs_ncbi_s3""","""s3.us-east-1_ncbi.public_gs.US""",SRX1782466,GSM2170864,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2017-02-09T00:00:00Z,GSM2170864,liver bud,SRP075475,2016-05-20T14:28:00Z,1
SRR3555673,RNA-Seq,192,265874112,PRJNA322308,SAMN05151154,208230104,Liver bud 1,GEO,public,"""sra_run.zq_fastq""","""ncbi_gs_s3""","""ncbi.public_s3.us-east-1_gs.US""",SRX1782467,GSM2170865,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2017-02-09T00:00:00Z,GSM2170865,liver bud,SRP075475,2016-05-20T14:28:00Z,1
SRR3555674,RNA-Seq,192,174775872,PRJNA322308,SAMN05151155,136164154,Liver bud 1,GEO,public,"""fastq_run.zq_sra""","""ncbi_gs_s3""","""ncbi.public_gs.US_s3.us-east-1""",SRX1782468,GSM2170866,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2017-02-09T00:00:00Z,GSM2170866,liver bud,SRP075475,2016-05-20T14:28:00Z,1
SRR3555675,RNA-Seq,192,252612096,PRJNA322308,SAMN05151156,195488374,Liver bud 1,GEO,public,"""sra_fastq_run.zq""","""ncbi_s3_gs""","""ncbi.public_s3.us-east-1_gs.US""",SRX1782469,GSM2170867,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2017-02-09T00:00:00Z,GSM2170867,liver bud,SRP075475,2016-05-20T14:28:00Z,1
SRR3555676,RNA-Seq,192,241088640,PRJNA322308,SAMN05151157,189727807,Liver bud 1,GEO,public,"""sra_run.zq_fastq""","""s3_gs_ncbi""","""gs.US_s3.us-east-1_ncbi.public""",SRX1782470,GSM2170868,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2017-02-09T00:00:00Z,GSM2170868,liver bud,SRP075475,2016-05-20T14:28:00Z,1
SRR3555677,RNA-Seq,192,424868928,PRJNA322308,SAMN05151158,329707974,Liver bud 1,GEO,public,"""fastq_run.zq_sra""","""s3_gs_ncbi""","""s3.us-east-1_ncbi.public_gs.US""",SRX1782471,GSM2170869,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2017-02-09T00:00:00Z,GSM2170869,liver bud,SRP075475,2016-05-20T14:28:00Z,1
SRR3555678,RNA-Seq,192,321739200,PRJNA322308,SAMN05151159,249729973,Liver bud 1,GEO,public,"""fastq_sra_run.zq""","""gs_s3_ncbi""","""s3.us-east-1_gs.US_ncbi.public""",SRX1782472,GSM2170870,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2017-02-09T00:00:00Z,GSM2170870,liver bud,SRP075475,2016-05-20T14:28:00Z,1
SRR3555679,RNA-Seq,192,251202240,PRJNA322308,SAMN05151160,198111716,Liver bud 1,GEO,public,"""fastq_sra_run.zq""","""ncbi_gs_s3""","""s3.us-east-1_gs.US_ncbi.public""",SRX1782473,GSM2170871,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2017-02-09T00:00:00Z,GSM2170871,liver bud,SRP075475,2016-05-20T14:28:00Z,1
SRR3555680,RNA-Seq,192,264993792,PRJNA322308,SAMN05151161,205478243,Liver bud 1,GEO,public,"""fastq_sra_run.zq""","""gs_ncbi_s3""","""ncbi.public_gs.US_s3.us-east-1""",SRX1782474,GSM2170872,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2017-02-09T00:00:00Z,GSM2170872,liver bud,SRP075475,2016-05-20T14:28:00Z,1
SRR3555681,RNA-Seq,192,254539776,PRJNA322308,SAMN05151162,197639857,Liver bud 1,GEO,public,"""run.zq_fastq_sra""","""gs_ncbi_s3""","""gs.US_ncbi.public_s3.us-east-1""",SRX1782475,GSM2170873,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2017-02-09T00:00:00Z,GSM2170873,liver bud,SRP075475,2016-05-20T14:29:00Z,1
